Aishe Code,Name,State,District,Website,Year Of Establishment,Location
U-1132,BHARATIYA ENGINEERING SCIENCE AND TECHNOLOGY INNOVATION UNIVERSITY,Andhra Pradesh,Ananthapuramu,www.bestiu.edu.in,2018,Rural
U-1185,BHARTI VISHWAVIDYALAYA,Chhattisgarh,Durg,www.bhartiuniversity.org,2021,Rural
U-0949,Bhartiya Skill Development Univesity,Rajasthan,Jaipur,www.ruj-bsdu.in,2016,Rural
U-0836,BHUPAL NOBLES' UNIVERSITY,Rajasthan,Udaipur,www.bnuniversity.ac.in,2015,Urban
U-1020,BIRLA GLOBAL UNIVERSITY,Odisha,Khordha,www.bgu.ac.in,2013,Urban
U-1083,BIR TIKENDRAJIT UNIVERSITY,Manipur,Thoubal,www.birtikendrajituniversity.ac.in,2020,Rural
U-0735,BML MUNJAL UNIVERSITY,Haryana,Gurugram,www.bmu.edu.in,2014,Rural
U-0846,BRAINWARE UNIVERSITY,West Bengal,Kolkata,www.brainwareuniversity.ac.in,2016,Urban
U-1435,Capital University,Sikkim,Soreng,,-,Rural
U-1060,CAPITAL UNIVERSITY,Jharkhand,Koderma,www.capitaluniversity.edu.in,2018,Rural
U-0925,Career Point University,Rajasthan,Kota,www.cpur.in,2012,Rural
U-0694,"CAREER POINT UNIVERSITY, HAMIRPUR",Himachal Pradesh,Hamirpur,www.cpuh.in,2012,Rural
U-0353,Centurion University of Technology and Management,Odisha,Gajapati,www.cutm.ac.in,2010,Rural
U-0957,CENTURION UNIVERSITY OF TECHNOLOGY AND MANAGEMENT,Andhra Pradesh,Vizianagaram,www.cutmap.ac.in,2017,Rural
U-0127,CEPT UNIVERSITY,Gujarat,Ahmedabad,www.cept.ac.in,1962,Urban
U-1432,C G C University,Punjab,S.A.S Nagar,,-,Rural
U-1202,CHANAKYA UNIVERSITY,Karnataka,Bengaluru Rural,www.chanakyauniversity.edu.in,-,Rural
U-1382,Chandigarh University,Uttar Pradesh,Unnao,https://www.culko.in/,-,Rural
U-0747,CHANDIGARH UNIVERSITY,Punjab,S.A.S Nagar,www.cuchd.in,2012,Rural
U-0128,"Charotar University of Science & Technology,  Anand",Gujarat,Anand,www.charusat.ac.in,2000,Rural
U-0987,CHHATRAPATI SHIVAJI MAHARAJ UNIVERSITY,Maharashtra,Raigad,www.csmu.ac.in,2018,Rural
U-1256,CHIRAYU UNIVERSITY,Madhya Pradesh,Bhopal,www.chirayuuniversity.ac.in,-,Urban
U-0180,"Chitkara University, Kalu Jhanda (Barotiwala), Solan",Himachal Pradesh,Solan,www.chitkarauniversity.edu.in,2008,Rural
U-0373,"Chitkara University, Patiala",Punjab,Patiala,www.chitkara.edu.in,2010,Rural
U-0942,CMJ University,Meghalaya,Ri Bhoi,www.cmjumeghalaya.edu.in,2009,Rural
U-0723,"CMR UNIVERSITY, BANGALORE",Karnataka,Bengaluru Urban,www.cmr.edu.in,2013,Urban
U-1162,COER ROORKEE,Uttarakhand,Haridwar,www.coeruniversity.ac.in,2021,Urban
U-0892,"CT University, Ludhiana",Punjab,Ludhiana,www.ctuniversity.in,2016,Rural
U-0708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",Gujarat,Surendranagar,https://www.cushahuniversity.ac.in,2013,Urban
U-1080,"C.V. RAMAN GLOBAL UNIVERSITY, ODISHA",Odisha,Khordha,https://cgu-odisha.ac.in/,2020,Rural
U-1149,DARSHAN UNIVERSITY,Gujarat,Rajkot,www.darshan.ac.in,2021,Urban
U-0776,DAV University,Punjab,Jalandhar,www.davuniversity.org,2013,Rural
U-0856,DAYANANDA SAGAR UNIVERSITY,Karnataka,Bengaluru Urban,www.dsu.edu.in,2014,Rural
U-1335,DBS Global University,Uttarakhand,Dehradun,www.dgu.ac,-,Urban
U-0684,DESH BHAGAT UNIVERSITY,Punjab,Fatehgarh Sahib,www.deshbhagatuniversity.in,1996,Rural
U-1306,DES PUNE UNIVERSITY,Maharashtra,Pune,www.despu.edu.in,-,Urban
U-1169,DEV BHOOMI UTTARAKHAND UNIVERSITY,Uttarakhand,Dehradun,www.dbuu.ac.in,2021,Rural
U-0551,"Dev Sanskriti Vishwavidyalaya, Gayatrikunj",Uttarakhand,Haridwar,www.dsvv.ac.in,2002,Urban
U-1323,Dhamma Dipa International Buddhist University,Tripura,South Tripura,https://ddibu.in/,-,Rural
U-1141,DHANALAKSHMI SRINIVASAN UNIVERSITY,Tamil Nadu,Tiruchirappalli,dsuniversity.ac.in,2021,Urban
U-0129,"Dharmsinh Desai univeristy, Nadiad",Gujarat,Kheda,http://www.ddu.ac.in,1964,Urban
U-0130,Dhirubhai Ambani University,Gujarat,Gandhinagar,www.daiict.ac.in,2001,Urban
U-0774,DIT UNIVERSITY,Uttarakhand,Dehradun,www.dituniversity.edu.in,1998,Urban
U-1381,Dnyaan Prasad Global University,Maharashtra,Pune,www.dpgu.edu.in,-,Urban
U-0862,Dr. A.P.J. ABDUL KALAM UNIVERSITY,Madhya Pradesh,Indore,www.aku.ac.in,2016,Urban
U-0937,Dr. C.V. Raman University,Bihar,Vaishali,www.cvrubihar.ac.in,2018,Rural
U-0994,Dr. C.V RAMAN UNIVERSITY,Madhya Pradesh,Khandwa (East Nimar),www.cvrump.ac.in,2018,Rural
U-0084,"Dr. C. V. Raman University, Kota Bilaspur",Chhattisgarh,Bilaspur,www.cvru.ac.in,2006,Rural
U-1298,DRIEMS UNIVERSITY,Odisha,Cuttack,www.driems.ac.in,-,Rural
U-1426,Dr K N Modi University,Uttar Pradesh,Ghaziabad,https://dknmuncr.edu.in/,-,Urban
U-0393,"Dr K N Modi University, Tonk",Rajasthan,Tonk,www.dknmu.org,2010,Rural
U-1253,Dr P A Inamdar University,Maharashtra,Pune,www.drpaiu.edu.in,-,Urban
U-1269,DR PREETI GLOBAL UNIVERSITY,Madhya Pradesh,Shivpuri,www.drpreetiglobaluniversity.com,-,Rural
U-1161,Drs Kiran and Pallavi Patel Global University,Gujarat,Vadodara,www.kpgu.ac.in/,2021,Rural
U-1204,DR SUBHASH UNIVERSITY,Gujarat,Junagadh,dsuni.ac.in,-,Urban
U-0938,Dr. Vishwanath Karad MIT World Peace University,Maharashtra,Pune,www.mitwpu.edu.in,2017,Urban
U-1286,DURGA SOREN UNIVERSITY,Jharkhand,Deoghar,durgasorenuniversity.ac.in,-,Urban
U-1173,D Y PATIL AGRICULTURE AND TECHNICAL UNIVERSITY,Maharashtra,Kolhapur,www.dyp-atu.org,2020,Rural
U-0984,D Y PATIL INTERNATIONAL UNIVERSITY,Maharashtra,Pune,dypiu.ac.in,2018,Urban
U-1104,D Y PATIL UNIVERSITY PUNE AMBI,Maharashtra,Pune,https://dypatiluniversitypune.edu.in,2019,Rural
U-1099,EKLAVYA UNIVERSITY,Madhya Pradesh,Damoh,www.eklavyauniversity.ac.in,2020,Rural
U-1040,ERA UNIVERSITY,Uttar Pradesh,Lucknow,www.erauniversity.in,2016,Urban
U-0182,"Eternal University, Baru Sahib Sirmour",Himachal Pradesh,Sirmaur,www.eternaluniversity.edu.in,2008,Rural
U-1181,FLAME UNIVERSITY,Maharashtra,Pune,https://www.flame.edu.in/,2015,Rural
U-1346,FS University,Uttar Pradesh,Firozabad,fsu.edu.in,-,Urban
U-1354,Future University,Uttar Pradesh,Bareilly,www.futureuniversity.in,-,Urban
U-0643,GALGOTIAS UNIVERSITY,Uttar Pradesh,Gautam Buddha Nagar,www.galgotiasuniversity.edu.in,2011,Urban
U-1071,"GANDHI INSTITUTE OF ENGINEERING AND TECHNOLOGY UNIVERSITY, ODISHA, GUNUPUR (GIET UNIVERSITY)",Odisha,Rayagada,www.giet.edu,1997,Rural
U-1203,GANDHINAGAR UNIVERSITY,Gujarat,Gandhinagar,www.gandhinagaruni.ac.in,-,Rural
U-0132,"Ganpat University, Ganpat Vidyanagar, Kherva",Gujarat,Mahesana,www.ganpatuniversity.ac.in,1996,Rural
U-0918,Garden City University,Karnataka,Bengaluru Urban,www.gardencity.university ,2013,Urban
U-0720,G.D. GOENKA UNIVERSITY,Haryana,Gurugram,www.gdgoenkauniversity.com,2013,Urban
U-0746,GEETANJALI UNIVERSITY,Rajasthan,Udaipur,www.geetanjaliuniversity.com,2011,Rural
U-1201,GEETA UNIVERSITY,Haryana,Panipat,https://geetauniversity.edu.in/,-,Rural
U-1358,GH Raisoni  International Skill Tech University,Maharashtra,Pune,www.ghristu.edu.in,-,Rural
U-1411,G H Raisoni Skill Tech University Nagpur,Maharashtra,Nagpur,www.ghrstu.edu.in,-,Urban
U-0977,G.H. RAISONI UNIVERSITY,Madhya Pradesh,Chhindwara,www.ghru.edu.in,2016,Rural
U-1096,"G H RAISONI UNIVERSITY, AMRAVATI",Maharashtra,Amravati,https://ghru.edu.in/amravati,2018,Rural
U-1249,GIRIJANANDA CHOWDHURY UNIVERSITY,Assam,Kamrup,https://gcuniversity.ac.in/,-,Rural
U-0513,"G.L.A University, Mathura",Uttar Pradesh,Mathura,www.gla.ac.in,1998,Rural
U-0645,GLOCAL UNIVERSITY,Uttar Pradesh,Saharanpur,www.glocaluniversity.edu.in,2012,Rural
U-0775,GLS UNIVERSITY,Gujarat,Ahmedabad,www.glsuniversity.ac.in,2015,Urban
U-1276,GM UNIVERSITY,Karnataka,Davanagere,www.gmu.ac.in,-,Urban
U-0789,GNA UNIVERSITY,Punjab,Kapurthala,www.gnauniversity.edu.in,2014,Rural
U-1391,Godavari Global University,Andhra Pradesh,East Godavari,www.ggu.edu.in,-,Rural
U-0962,GOKUL GLOBAL UNIVERSITY,Gujarat,Patan,www.gokuluniversity.ac.in,2018,Rural
U-1066,GOPAL NARAYAN SINGH UNIVERSITY,Bihar,Rohtas,www.gnsu.ac.in,2018,Rural
U-0638,GRAPHIC ERA HILL UNIVERSITY,Uttarakhand,Dehradun,http://www.gehu.ac.in,2011,Urban
U-0759,G S F C UNIVERSITY,Gujarat,Vadodara,www.gsfcuniverity.ac.in,2014,Urban
U-1380,"G.S. UNIVERSITY, HAPUR",Uttar Pradesh,Hapur,https://gsuniversity.ac.in/,-,Urban
U-1036,GUJARAT MARITIME UNIVERSITY,Gujarat,Gandhinagar,gmu.edu.in,2017,Urban
U-0653,GURU KASHI UNIVERSITY,Punjab,Bathinda,www.gku.ac.in,2011,Rural
U-1436,Gurukul Vidyapeeth University,Sikkim,Namchi,,-,Rural
U-1364,Guru Nanak University,Telangana,Ranga Reddy,,-,Rural
U-1287,GYANMANJARI INNOVATIVE UNIVERSITY,Gujarat,Bhavnagar,www.gmiu.edu.in,-,Urban
U-1344,Gyanodaya University,Madhya Pradesh,Neemuch,https://gyanodayauniversity.ac.in,-,Rural
U-1351,Gyanveer University,Madhya Pradesh,Sagar,http://gyanveeruniversity.edu.in/,-,Rural
U-1255,HARIDWAR UNIVERSITY,Uttarakhand,Haridwar,www.huroorkee.ac.in,-,Rural
U-0912,HIMALAYAN GARHWAL UNIVERSITY,Uttarakhand,Pauri Garhwal,www.hgu.ac.in,2017,Rural
U-0719,"HIMALAYAN UNIVERSITY, ITANAGAR",Arunachal Pradesh,Papum Pare,www.himalayanuniversity.com,2013,Rural
U-1237,HIMALAYIYA UNIVERSITY,Uttarakhand,Dehradun,www.sparshhimalayauniversity.edu.in,-,Rural
U-0607,"Homoeopathy University, Jaipur",Rajasthan,Jaipur,www.homoeopathyuniversity.org   & www.homoeopathyuniversity.com,2009,Urban
U-1368,"HRIT University, Ghaziabad",Uttar Pradesh,Ghaziabad,www.hrituniversity.edu.in,-,Rural
U-0635,ICFAI UNIVERSITY,Chhattisgarh,Durg,www.iuraipur.edu.in,2011,Urban
U-0696,IEC (INDIA EDUCATION CENTRE) UNIVERSITY,Himachal Pradesh,Solan,www.iecuniversity.com,2012,Rural
U-1064,IES UNIVERSITY,Madhya Pradesh,Bhopal,www.iesuniversity.ac.in,2019,Rural
U-0515,"IFTM University, Moradabad",Uttar Pradesh,Moradabad,www.iftmuniversity.ac.in,1996,Rural
U-0851,IIHMR UNIVERSITY,Rajasthan,Jaipur,www.iihmr.edu.in,1984,Urban
U-1219,IILM UNIVERSITY,Uttar Pradesh,Gautam Buddha Nagar,https://iilm.ac.in,-,Urban
U-0988,IILM UNIVERSITY,Haryana,Gurugram,www.iilm.edu.in,2018,Urban
U-0889,IIMT University,Uttar Pradesh,Meerut,www.iimtu.edu.in,2016,Urban
U-0773,IMS UNISON UNIVERSITY,Uttarakhand,Dehradun,www.iuu.ac,1996,Urban
U-1309,INDIA INTERNATIONAL UNIVERSITY OF LEGAL EDUCATION AND RESEARCH,Goa,South Goa,iiuler.edu.in,-,Rural
U-0963,INDIAN INSTITUTE OF PUBLIC HEALTH GANDHINAGAR,Gujarat,Gandhinagar,www.iiphg.edu.in,2015,Urban
U-0743,"INDIRA GANDHI TECHNOLOGICAL AND MEDICAL SCIENCES UNIVERSITY, ZIRO",Arunachal Pradesh,Lower Subansiri,www.igtamsu.ac.in,2012,Urban
U-1393,Indira University,Maharashtra,Pune,www.indirauniversity.edu.in,-,Urban
U-0922,Indrashil University,Gujarat,Mahesana,www.indrashiluniversity.edu.in,2017,Rural
U-0185,"Indus International University, Bathu, Una",Himachal Pradesh,Una,www.iiuedu.in,2009,Rural
U-0663,INDUS UNIVERSITY,Gujarat,Gandhinagar,www.indusuni.ac.in,2006,Rural
U-0771,"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR",Gujarat,Gandhinagar,www.iar.ac.in,2006,Urban
U-0343,"Institute of Chartered Financial Analysts of India University, Meghalaya",Meghalaya,West Garo Hills,www.iumeghalaya.edu.in,2005,Urban
U-0695,"INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA UNIVERSITY, SOLAN",Himachal Pradesh,Solan,www.iuhimachal.edu.in,2011,Rural
U-0519,"Integral University, Lucknow",Uttar Pradesh,Lucknow,www.iul.ac.in,1998,Urban
U-0520,"Invertis University, Bareily",Uttar Pradesh,Bareilly,www.invertisuniversity.ac.in,1998,Rural
U-0895,ISBM University,Chhattisgarh,Gariyaband,www.isbmuniversity.edu.in,2016,Rural
U-1246,ITM SKILLS UNIVERSITY,Maharashtra,Raigad,www.isu.ac.in,-,Urban
U-1077,"ITM (SLS) BARODA UNIVERSITY, VADODARA",Gujarat,Vadodara,www.itmbu.ac.in,2019,Rural
U-0633,ITM UNIVERSITY,Chhattisgarh,Raipur,www.itmuniversity.org,2012,Urban
U-0648,"ITM UNIVERSITY, GWALIOR",Madhya Pradesh,Gwalior,www.itmuniversity.ac.in,2011,Urban
U-0714,"ITM VOCATIONAL UNIVERSITY, VADODARA",Gujarat,Vadodara,www.itm.ac.in,2012,Rural
U-0398,"Jagannath University, Jaipur",Rajasthan,Jaipur,www.jagannathuniversity.org,2008,Rural
U-0721,"JAGAN NATH UNIVERSITY, JHAJJAR",Haryana,Jhajjar,www.jagannathuniversityncr.ac.in,2013,Rural
U-0727,"JAGRAN LAKECITY UNIVERSITY, BHOPAL",Madhya Pradesh,Bhopal,www.jlu.edu.in,2013,Rural
U-1300,JAI MINESH ADIVASI UNIVERSITY,Rajasthan,Kota,www.jmau.ac.in,-,Urban
U-0401,"Jaipur National University, Jaipur",Rajasthan,Jaipur,www.jnujaipur.ac.in,2002,Urban
U-0404,"Jayoti Vidyapeeth Women's University, Jaipur",Rajasthan,Jaipur,www.jvwu.ac.in,2008,Rural
U-0792,"JAYPEE UNIVERSITY, ANOOPSHAHR",Uttar Pradesh,Bulandshahr,www.jaypeeu.ac.in,2014,Rural
U-0275,"Jaypee University of Engineering & Technology, Guna",Madhya Pradesh,Guna,https://www.juet.ac.in,2003,Rural
U-0186,"Jaypee University of Information Technology, Waknaghat, Solan",Himachal Pradesh,Solan,https://www.juit.ac.in,2002,Rural
U-0741,JECRC UNIVERSITY,Rajasthan,Jaipur,www.jecrcuniversity.edu.in,2012,Urban
U-1232,JEPPIAR UNIVERSITY,Tamil Nadu,Chennai,https://jeppiaaruniversity.ac.in/,-,Urban
U-1127,JG UNIVERSITY,Gujarat,Gandhinagar,www.jguni.in,2019,Rural
U-0762,JHARKHAND RAI UNIVERSITY,Jharkhand,Ranchi,www.jru.edu.in,2012,Rural
U-0559,"Jigyasa University, Dehradun",Uttarakhand,Dehradun,www.jigyasauniversity.edu.in,2003,Rural
U-0861,JIS UNIVERSITY,West Bengal,North 24 Parganas,www.jisuniversity.ac.in,2015,Urban
U-0657,JK LAKSHMIPAT UNIVERSITY,Rajasthan,Jaipur,www.jklu.edu.in,2011,Rural
U-1343,J N C T Professional University,Madhya Pradesh,Bhopal,www.jnctpu.edu.in,-,Urban
U-1412,Joy University,Tamil Nadu,Tirunelveli,https://joyuniversity.edu.in/,-,Rural
U-1262,JSPM University,Maharashtra,Pune,www.jspmuni.ac.in,-,Urban
U-0931,JSS Science and Technology University,Karnataka,Mysuru,https://jssstuniv.in,1963,Urban
U-1362,JSS University,Uttar Pradesh,Gautam Buddha Nagar,www.jssuninoida.edu.in,-,Urban
U-0809,J S University,Uttar Pradesh,Firozabad,www.jsu.ac.in,2015,Rural
U-0141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",Gujarat,Gandhinagar,www.ksv.ac.in,2007,Urban
U-0711,"KALINGA UNIVERSITY, RAIPUR",Chhattisgarh,Raipur,https://kalingauniversity.ac.in/,2011,Urban
U-0914,Karnavati University,Gujarat,Gandhinagar,www.karnavatiuniversity.edu.in,2017,Rural
U-1399,Kaveri University,Telangana,Siddipet,https://kaveriuniversity.edu.in/,-,Rural
U-1037,KHAJA BANDANAWAZ UNIVERSITY,Karnataka,Kalaburagi,www.kbn.university,2018,Urban
U-1439,Khalsa University,Punjab,Amritsar,https://www.khalsauniversity.ac.in/,-,Urban
U-1289,KHONGNANGTHABA UNIVERSITY,Manipur,Imphal East,https://www.khongnangthabauniversity.org/,-,Rural
U-1281,Kishkinda University,Karnataka,Ballari,https://www.kishkindauniversity.edu.in,-,Rural
U-1122,K K MODI UNIVERSITY,Chhattisgarh,Durg,www.kkmu.edu.in,2018,Rural
U-0919,K K University,Bihar,Nalanda,www.kkuniversity.ac.in,2017,Rural
U-0854,KLE TECHNOLOGICAL UNIVERSITY,Karnataka,Dharwad,www.kletech.ac.in,2015,Urban
U-1273,K M KRISHNA MOHAN UNIVERSITY,Uttar Pradesh,Mathura,www.kmu.edu.in ,-,Urban
U-1297,KN UNIVERSITY,Gujarat,Ahmedabad,www.knu.edu.in,-,Urban
U-1111,KREA UNIVERSITY,Andhra Pradesh,Chittoor,krea.edu.in,2018,Rural
U-0980,KRISHNAGURU ADHYATMIK VISVAVIDYALAYA,Assam,Barpeta,www.kav.ac.in,2017,Rural
U-0700,"K.R. MANGALAM UNIVERSITY, GURGAON",Haryana,Gurugram,www.krmangalam.edu.in,2013,Rural
U-0734,"LAKULISH YOGA UNIVERSITY, AHMEDABAD",Gujarat,Ahmedabad,www.lyu.ac.in,2013,Urban
U-1199,LAMRIN TECH SKILLS UNIVERSITY PUNJAB,Punjab,Shahid Bhagat Singh Nagar,ltsu.ac.in,2021,Rural
U-0813,LNCT UNIVERSITY,Madhya Pradesh,Bhopal,www.lnctu.ac.in,2015,Urban
U-1236,LNCT VIDHYAPEETH UNIVERSITY,Madhya Pradesh,Indore,www.lnctvu.ac.in,-,Urban
U-1212,LOKBHARTI UNIVERSITY FOR RURAL INNOVATION,Gujarat,Bhavnagar,https://www.lokbharatiuniversity.edu.in/,-,Rural
U-1102,LOK JAGRUTI KENDRA UNIVERSITY,Gujarat,Ahmedabad,www.ljku.edu.in,2019,Urban
U-1031,LORDS UNIVERSITY,Rajasthan,Alwar,www.lordsuni.edu.in,2018,Rural
U-0379,Lovely Professional University,Punjab,Kapurthala,www.lpu.in,2005,Rural
U-0698,MADHAV UNIVERSITY,Rajasthan,Sirohi,www.madhavuniversity.edu.in,2013,Rural
U-0941,Madhyanchal Professional University,Madhya Pradesh,Bhopal,www.mpu.ac.in,2018,Rural
U-1230,MAGANBHAI ADENWALA MAHAGUJARAT UNIVERSITY,Gujarat,Kheda,WWW.MAMUNI.EDU.IN,-,Urban
U-1131,MAHAKAUSHAL UNIVERSITY,Madhya Pradesh,Jabalpur,www.mku.ac.in,2021,Rural
U-0812,MAHAPURUSHA SRIMANTA SANKARADEVA VISWAVIDYALAYA,Assam,Nagaon,www.mssv.ac.in,2014,Rural
U-0671,MAHARAJA AGRASEN UNIVERSITY,Himachal Pradesh,Solan,www.mau.ac.in,2012,Rural
U-0965,"MAHARAJ VINAYAK GLOBAL UNIVERSITY, JAIPUR",Rajasthan,Jaipur,www.mvgu.ac.in,2012,Rural
U-0187,"Maharashi Markandeshwar University, Solan",Himachal Pradesh,Solan,www.mmusolan.org,2010,Rural
U-0605,"Maharashtra Institute of Technology University, of Meghalaya",Meghalaya,East Khasi Hills,https://mituniversityindia.edu.in/,2011,Urban
U-0842,MAHARISHI ARVIND UNIVERSITY,Rajasthan,Jaipur,www.maujaipur.org,2015,Rural
U-0280,Maharishi  Mahesh Yogi Vedic Vishwavidyalaya,Madhya Pradesh,Katni,www.mmyvv.com,1995,Rural
U-0641,"MAHARISHI MARKANDESHWAR UNIVERSITY, SADOPUR-AMBALA",Haryana,Ambala,www.mmambala.org,2010,Rural
U-0952,MAHARISHI UNIVERSITY OF INFORMATION TECHNOLOGY,Uttar Pradesh,Lucknow,www.muit.in,2001,Urban
U-1103,MAHARISHI UNIVERSITY OF MANAGEMENT AND TECHNOLOGY,Chhattisgarh,Bilaspur,www.mumt.org,2018,Rural
U-1434,Mahatma Gandhi University,Sikkim,Soreng,,-,Rural
U-0732,"MAHATMA GANDHI UNIVERSITY OF MEDICAL SCIENCES AND TECHNOLOGY, JAIPUR",Rajasthan,Jaipur,www.mgumst.org,2001,Urban
U-0339,"Mahatma Gandhi University, Tura, West Garo Hills",Meghalaya,Ri Bhoi,www.mgu.edu.in,2010,Rural
U-0409,"Mahatma Jyoti Rao Phoole University, Jaipur",Rajasthan,Jaipur,www.mjrpuniversity.ac.in,2008,Rural
U-1327,Mahaveer University,Uttar Pradesh,Meerut,www.mvu.edu.in,-,Urban
U-1196,MAHAYOGI GORAKHNATH UNIVERSITY GORAKHPUR,Uttar Pradesh,Gorakhpur,www.mgug.ac.in,2021,Rural
U-1119,MAHINDRA UNIVERSITY,Telangana,MEDCHAL MALKAJGIRI,www.mahindrauniversity.edu.in,2020,Urban
U-1342,Major S D Singh University,Uttar Pradesh,Farrukhabad,www.msds.ac.in,-,Rural
U-1124,MALLA REDDY UNIVERSITY,Telangana,MEDCHAL MALKAJGIRI,www.mallareddyuniversity.ac.in,2020,Urban
U-0960,MALWANCHAL UNIVERSITY,Madhya Pradesh,Indore,www.malwanchaluniversity.com,2015,Rural
U-1440,Management and Information Technology University,Sikkim,Namchi,,-,Rural
U-0818,Manav Rachna University,Haryana,Faridabad,www.mru.edu.in,2004,Urban
U-0883,MANDSAUR UNIVERSITY,Madhya Pradesh,Mandsaur,www.meu.edu.in,2016,Urban
U-1105,MANGALAYATAN UNIVERSITY,Madhya Pradesh,Jabalpur,mangalayatan.ac.in,2019,Rural
U-0528,"Mangalayatan University, Aligarh",Uttar Pradesh,Aligarh,www.mangalayatan.in,2006,Rural
U-0749,"MANIPAL UNIVERSITY, JAIPUR",Rajasthan,Jaipur,www.jaipur.manipal.edu,2011,Rural
U-1217,MANIPUR INTERNATIONAL UNIVERSITY,Manipur,Imphal West,miu.edu.in,2018,Rural
U-1023,MANSAROVAR GLOBAL UNIVERSITY,Madhya Pradesh,Sehore,www.mguindia.com,2018,Rural
U-0340,"Martin Luther Christian University, Shillong",Meghalaya,East Khasi Hills,www.mlcuniv.in,2005,Urban
U-0825,Marwadi University,Gujarat,Rajkot,www.marwadiuniversity.ac.in,2016,Urban
U-1125,MATA GUJRI UNIVERSITY,Bihar,Kishanganj,www.matagujriuniversity.com,2018,Urban
U-0091,"MATS University, Raipur",Chhattisgarh,Raipur,www.matsuniversity.ac.in,2003,Rural
U-0692,"MAULANA AZAD UNIVERSITY, JODHPUR",Rajasthan,Jodhpur,www.mauj.ac.in,2013,Rural
U-1349,Maya Devi University,Uttarakhand,Dehradun,https://maya.edu.in/,-,Rural
U-1208,MEDHAVI SKILLS UNIVERSITY,Sikkim,Gangtok,www.msu.edu.in,-,Urban
U-0834,MEDI-CAPS UNIVERSITY,Madhya Pradesh,Indore,www.medicaps.ac.in,2015,Rural
U-0411,"Mewar University, Chittorgarh",Rajasthan,Chittorgarh,www.mewaruniversity.org,2008,Rural
U-1101,MGM UNIVERSITY,Maharashtra,Chhatrapati Sambhajinagar,www.mgmu.ac.in ,2019,Urban
U-1361,Mind Power University,Uttarakhand,Nainital,www.mindpoweruniversity.ac.in,-,Rural
U-0891,"MIT Art, Design and Technology University, Pune",Maharashtra,Pune,www.mituniversity.ac.in,2015,Rural
U-1307,MIT VISHWAPRAYAG UNIVERSITY,Maharashtra,Solapur,www.mitvpu.ac.in,-,Urban
U-1369,M K University,Gujarat,Patan,https://www.mkuniversity.edu.in/,-,Urban
U-1373,MNR University,Telangana,Sangareddy,https://www.mnruniversity.edu.in,-,Urban
U-0412,Mody University of Science and Technology,Rajasthan,Sikar,www.modyuniversity.ac.in,2004,Rural
U-0529,"Mohammad Ali Jauhar University, Rampur",Uttar Pradesh,Rampur,www.jauharuniversity.edu.in,2005,Rural
U-1284,MOHAN BABU UNIVERSITY,Andhra Pradesh,Tirupati,https://www.mbu.asia/,-,Rural
U-0644,MONAD UNIVERSITY,Uttar Pradesh,Hapur,https://monad.edu.in,2010,Rural
U-1129,MONARK UNIVERSITY,Gujarat,Ahmedabad,www.monarkuni.ac.in,2021,Rural
U-0780,MOTHERHOOD UNIVERSITY,Uttarakhand,Haridwar,www.mhu.edu.in,2015,Rural
U-0724,"M.S. RAMAIAH UNIVERSITY OF APPLIED SCIENCES, BANGALORE",Karnataka,Bengaluru Urban,www.msruas.ac.in,2013,Urban
U-0742,"M V N University, Palwal",Haryana,Palwal,www.mvn.edu.in,2012,Rural
U-0144,Navrachana University,Gujarat,Vadodara,www.nuv.ac.in,2009,Urban
U-1443,Nayanta University,Maharashtra,Pune,,-,Urban
U-1046,NETAJI SUBHAS UNIVERSITY,Jharkhand,East Singhbum,www.nsuniv.ac.in,2018,Rural
U-1374,"NICMAR University of Construction Studies, Hyderabad Telangana",Telangana,MEDCHAL MALKAJGIRI,https://www.nicmar.ac.in/hyderabad/campus,-,Rural
U-1228,"NICMAR UNIVERSITY, PUNE",Maharashtra,Pune,https://www.nicmar.ac.in/pune,-,Urban
U-0646,NIILM UNIVERSITY,Haryana,Kaithal,www.niilmuniversity.ac.in,2011,Rural
U-0833,NIIT UNIVERSITY,Rajasthan,Alwar,www.niituniversity.in,2009,Rural
U-0415,"Nims University Rajasthan, Jaipur",Rajasthan,Jaipur,www.nimsuniversity.org,2008,Rural
U-0146,"Nirma University, Ahmedabad",Gujarat,Ahmedabad,www.nirmauni.ac.in,1995,Urban
U-1079,NIRWAN UNIVERSITY,Rajasthan,Jaipur,www.nirwanuniversity.ac.in,2017,Rural
U-1396,NIST University,Odisha,Ganjam,www.nist.edu,-,Rural
U-1442,NMV University,Tamil Nadu,Virudhunagar,,-,Rural
U-1215,NOBLE UNIVERSITY,Gujarat,Junagadh,https://nobleuniversity.ac.in,-,Rural
U-0533,Noida International University,Uttar Pradesh,Gautam Buddha Nagar,https://niu.edu.in,2010,Urban
U-1138,NORTH EAST ADVENTIST UNIVERSITY,Meghalaya,West Jaintia Hills,www.neauniversity.in,2020,Rural
U-1195,NORTH EAST CHRISTIAN UNIVERSITY,Nagaland,Dimapur,www.necu.ac.in,2013,Urban
U-0777,NORTH EAST FRONTIER TECHNICAL UNIVERSITY,Arunachal Pradesh,West Siang,www.neftu.edu.in,2014,Rural
