Sr.No,Round ,Institute ,Program ,Stream ,Seat Type ,Quota ,Category ,Opening Rank ,Closing Rank 
543,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,90893,95088
544,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,20147,20310
545,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,47114,47114
546,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,23725,37373
547,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,11699,12872
548,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,301926,1169711
549,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,39917,62361
550,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,24548,25022
551,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,59973,59973
552,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,17108,17826
553,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,71073,94523
554,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,16718,16718
555,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,11132,15815
556,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,66431,95585
557,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,9362,9365
558,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,57097,57097
559,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,25751,51265
560,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,14075,16352
561,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,38102,46971
562,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,92631,92631
563,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1141124,1141124
564,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,79322,98639
565,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,28761,43606
566,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1299159,1299159
567,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,79558,90581
568,Round 2,Jadavpur University,Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,35184,35857
569,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,609830,1066559
570,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,54612,97549
571,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,23917,23917
572,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,19668,24530
573,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,12620,16460
574,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,11304,12558
575,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,16133,23637
576,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Data Science) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,12978,13364
577,Round 2,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,313640,357605
578,Round 2,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,29707,67112
579,Round 2,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,67604,67604
580,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,193095,244247
581,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,15790,23064
582,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,84428,98537
583,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,23137,23137
584,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,8361,8361
585,Round 2,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,92665,122974
586,Round 2,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,6198,8543
587,Round 2,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,16828,22106
588,Round 2,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,68505,68505
589,Round 2,"Heritage Institute of Technology, Kolkata",Information Technology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,5200,5200
590,Round 2,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,250224,298841
591,Round 2,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,26828,43698
592,Round 2,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,44275,44275
593,Round 2,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,215492,219420
594,Round 2,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,29726,51177
595,Round 2,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,52166,52166
596,Round 2,"Heritage Institute of Technology, Kolkata",Chemical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,14634,14634
597,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,65113,75666
598,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,4406,5906
599,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,11800,14437
600,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,10257,10257
601,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,57059,57059
602,Round 2,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,123640,131150
603,Round 2,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,5616,15730
604,Round 2,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,31393,83133
605,Round 2,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,16195,16195
606,Round 2,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,80281,80281
607,Round 2,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,6338,6713
608,Round 2,"Heritage Institute of Technology, Kolkata",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,171526,171526
609,Round 2,"Heritage Institute of Technology, Kolkata",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,24943,31353
610,Round 2,"Heritage Institute of Technology, Kolkata",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,35739,35739
611,Round 2,"Heritage Institute of Technology, Kolkata",Applied Electronics And Instrumentation Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,177778,206536
612,Round 2,"Heritage Institute of Technology, Kolkata",Applied Electronics And Instrumentation Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,23483,34832
613,Round 2,"Heritage Institute of Technology, Kolkata",Applied Electronics And Instrumentation Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,35729,35729
614,Round 2,"Heritage Institute of Technology, Kolkata",Applied Electronics And Instrumentation Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,8705,8705
615,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,69270,74259
616,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,5974,6721
617,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,14861,19175
618,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,53304,53304
619,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,90355,104953
620,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,7291,9170
621,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,20853,29655
622,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,74773,74773
623,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,135167,151484
624,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,10407,15047
625,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,31627,62545
626,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,15227,15227
627,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science And Business System (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,7711,7711
628,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,110210,133280
629,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,9280,11759
630,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,22910,33719
631,Round 2,"Hooghly Engineering & Technology College, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1140445,1140445
632,Round 2,"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,514871,569407
633,Round 2,"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,94029,98815
634,Round 2,"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,23287,23287
635,Round 2,"Hooghly Engineering & Technology College, Hooghly",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,43427,45244
636,Round 2,"Ideal Institute of Engineering, Kalyani",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,37465,45157
637,Round 2,"Imps College of Engineering & Technology, Malda",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,46123,46123
638,Round 2,"Jis College of Engineering, Kalyani, Nadia",Electrical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,33029,33029
639,Round 2,"Jis College of Engineering, Kalyani, Nadia",Information Technology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27400,30810
640,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,481617,959597
641,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,42204,68240
642,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,73751,94362
643,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,23362,27869
644,Round 2,"Jis College of Engineering, Kalyani, Nadia",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,28375,31892
645,Round 2,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,979174,979174
646,Round 2,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,56332,67032
647,Round 2,"Jis College of Engineering, Kalyani, Nadia",Agricultural Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,39281,39281
648,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Technology - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27774,27774
649,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,565495,937374
650,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,52916,78297
651,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,84789,84789
652,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,26630,26630
653,Round 2,"Mallabhum Institute of Technology, Bishnupur, Bankura",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,41294,43654
654,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Electrical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,34205,34205
655,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,616028,673763
656,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,91560,98858
657,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Information Technology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27549,28301
658,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,50180,64396
659,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,19684,20689
660,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,489763,489763
661,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,90547,95052
662,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,32562,32562
663,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,57574,69104
664,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,24821,24821
665,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,328643,340280
666,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,68574,80131
667,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1371205,1404191
668,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,52605,52605
