Sr.No,Round ,Institute ,PG Program ,Group ,Category ,Max GATE Score ,Min GATE Score 
242,National Spot Round,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,Group 1,OPEN,424,424
243,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),Group 1,OBC-NCL,585,585
244,National Spot Round,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,OBC-NCL,518,484
245,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),Group 1,EWS,606,606
246,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),Group 1,OPEN,628,627
247,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),Group 1,SC,473,426
248,National Spot Round,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 1,OBC-NCL,432,397
249,National Spot Round,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 2,OBC-NCL,410,410
250,National Spot Round,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 1,OPEN,459,436
251,National Spot Round,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 2,OPEN,477,477
252,National Spot Round,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 1,SC,280,280
253,National Spot Round,"National Institute of Technology, Rourkela",Electronic Systems & Communication,Group 1,OBC-NCL,424,393
254,National Spot Round,"National Institute of Technology, Rourkela",Electronic Systems & Communication,Group 1,EWS,393,385
255,National Spot Round,"National Institute of Technology, Rourkela",Electronic Systems & Communication,Group 1,OPEN,456,424
256,National Spot Round,"National Institute of Technology, Rourkela",Electronic Systems & Communication,Group 1,SC,291,291
257,National Spot Round,"National Institute of Technology, Rourkela",Electronic Systems & Communication,Group 1,ST,244,244
258,National Spot Round,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,Group 1,OBC-NCL,355,335
259,National Spot Round,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,Group 1,OPEN,393,385
260,National Spot Round,National Institute of Technology Delhi,Electronics and Communication Engineering,Group 1,OBC-NCL,346,315
261,National Spot Round,National Institute of Technology Delhi,Electronics and Communication Engineering,Group 1,OPEN,389,373
262,National Spot Round,"Indian Institute of Information Technology, Pune",Electronics and Communication Engineering,Group 1,EWS,323,323
263,National Spot Round,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,Group 1,OBC-NCL,454,448
264,National Spot Round,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,Group 1,OPEN,506,479
265,National Spot Round,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,EWS,514,506
266,National Spot Round,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,OPEN,549,526
267,National Spot Round,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,SC,330,327
268,National Spot Round,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,ST,288,288
269,National Spot Round,"National Institute of Technology, Warangal",Engineering Structures,Group 1,OBC-NCL,404,370
270,National Spot Round,"National Institute of Technology, Warangal",Engineering Structures,Group 1,EWS,374,374
271,National Spot Round,"National Institute of Technology, Warangal",Engineering Structures,Group 1,OPEN,416,416
272,National Spot Round,"National Institute of Technology, Warangal",Engineering Structures,Group 1,SC,332,332
273,National Spot Round,"National Institute of Technology, Warangal",Engineering Structures,Group 1,ST,291,291
274,National Spot Round,Malaviya National Institute of Technology Jaipur,Environmental Engineering,Group 1,OPEN,438,438
275,National Spot Round,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,Group 1,OPEN,685,430
276,National Spot Round,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,Group 1,SC,262,262
277,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,Group 1,OBC-NCL,332,332
278,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,Group 1,EWS,312,312
279,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,Group 1,OPEN,393,393
280,National Spot Round,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 1,OBC-NCL,408,408
281,National Spot Round,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 1,OPEN,445,445
282,National Spot Round,"National Institute of Technology, Warangal",Environmental Engineering,Group 1,OBC-NCL,328,328
283,National Spot Round,"National Institute of Technology, Warangal",Environmental Engineering,Group 1,OPEN,401,378
284,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Environmental Engineering,Group 1,OPEN,438,438
285,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Excavation Engineering,Group 1,SC,245,245
286,National Spot Round,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 2,OPEN,354,354
287,National Spot Round,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,Group 1,OBC-NCL,317,317
288,National Spot Round,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,Group 1,OPEN,359,351
289,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Geotechnical Engineering,Group 1,SC,256,256
290,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,Group 1,OPEN,367,367
291,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Geoinformatics,Group 1,OBC-NCL,348,348
292,National Spot Round,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Geoinformatics,Group 1,OBC-NCL,378,378
293,National Spot Round,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Geoinformatics,Group 1,OPEN,452,452
294,National Spot Round,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,Group 1,OBC-NCL,410,381
295,National Spot Round,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,Group 1,EWS,384,384
296,National Spot Round,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,Group 1,OPEN,463,452
297,National Spot Round,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,Group 1,SC,289,289
298,National Spot Round,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,OPEN,366,366
299,National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,Group 1,OBC-NCL,314,314
300,National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,Group 2,OPEN,378,378
301,National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Automation,Group 1,OBC-NCL,362,362
302,National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Automation,Group 5,OBC-NCL,431,387
303,National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Automation,Group 5,OPEN,498,498
304,National Spot Round,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,OBC-NCL,357,357
305,National Spot Round,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,OPEN,366,358
306,National Spot Round,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,SC,267,267
307,National Spot Round,Maulana Azad National Institute of Technology Bhopal,Information Security,Group 1,OBC-NCL,498,464
308,National Spot Round,Maulana Azad National Institute of Technology Bhopal,Information Security,Group 1,EWS,486,486
309,National Spot Round,Maulana Azad National Institute of Technology Bhopal,Information Security,Group 1,OPEN,552,535
310,National Spot Round,Maulana Azad National Institute of Technology Bhopal,Information Security,Group 1,ST,252,252
311,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,EWS,572,572
312,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,OPEN,624,624
313,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,SC,423,423
314,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,ST,317,317
315,National Spot Round,"National Institute of Technology, Rourkela",Information Security,Group 1,OBC-NCL,582,562
316,National Spot Round,"National Institute of Technology, Rourkela",Information Security,Group 1,EWS,592,585
317,National Spot Round,"National Institute of Technology, Rourkela",Information Security,Group 1,OPEN,618,612
318,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Information Technology,Group 1,OBC-NCL,622,615
319,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Information Technology,Group 1,EWS,643,632
320,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Information Technology,Group 1,OPEN,688,656
321,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Information Technology,Group 1,SC,479,479
322,National Spot Round,National Institute of Technology Raipur,Information Technology,Group 1,OBC-NCL,426,407
323,National Spot Round,National Institute of Technology Raipur,Information Technology,Group 2,OBC-NCL,431,431
324,National Spot Round,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information Technology,Group 1,OBC-NCL,448,402
325,National Spot Round,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information Technology,Group 1,EWS,436,436
326,National Spot Round,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information Technology,Group 1,OPEN,505,473
327,National Spot Round,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Information Technology,Group 1,OPEN,353,353
328,National Spot Round,National Institute of Technology Raipur,Information Technology,Group 1,SC,315,304
329,National Spot Round,National Institute of Technology Raipur,Information Technology,Group 2,SC,319,319
330,National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Information Technology,Group 1,OBC-NCL,385,350
331,National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Information Technology,Group 1,EWS,413,413
332,National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Information Technology,Group 1,OPEN,463,433
333,National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Information Technology,Group 1,SC,298,298
334,National Spot Round,National Institute of Technology Raipur,Information Technology,Group 3,OBC-NCL,404,404
335,National Spot Round,National Institute of Technology Raipur,Information Technology,Group 1,EWS,401,398
336,National Spot Round,National Institute of Technology Raipur,Information Technology,Group 2,EWS,393,393
337,National Spot Round,National Institute of Technology Raipur,Information Technology,Group 1,OPEN,468,448
338,National Spot Round,National Institute of Technology Raipur,Information Technology,Group 2,OPEN,433,433
339,National Spot Round,National Institute of Technology Raipur,Information Technology,Group 3,OPEN,431,431
340,National Spot Round,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,Group 1,OPEN,361,361
341,National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,OBC-NCL,397,397
342,National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,EWS,366,366
343,National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,OPEN,573,573
344,National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,SC,231,231
345,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,Group 1,OBC-NCL,379,327
346,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,Group 1,EWS,356,356
347,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,Group 1,OPEN,418,385
348,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,Group 1,SC,268,268
349,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,Group 1,OPEN,566,566
350,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,Group 2,OPEN,563,563
351,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,Group 3,OPEN,549,549
352,National Spot Round,National Institute of Technology Calicut,Machine Design,Group 1,OBC-NCL,346,345
353,National Spot Round,National Institute of Technology Calicut,Machine Design,Group 1,EWS,359,359
354,National Spot Round,National Institute of Technology Calicut,Machine Design,Group 1,OPEN,442,425
355,National Spot Round,"National Institute of Technology, Warangal",Machine Design,Group 1,OBC-NCL,441,421
356,National Spot Round,"National Institute of Technology, Warangal",Machine Design,Group 1,OPEN,508,473
357,National Spot Round,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,OBC-NCL,325,325
358,National Spot Round,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,OPEN,387,383
359,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,EWS,534,534
360,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,OPEN,612,569
361,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,ST,272,272
362,National Spot Round,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,OBC-NCL,584,584
363,National Spot Round,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,EWS,553,541
364,National Spot Round,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,OPEN,596,584
365,National Spot Round,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,Group 1,SC,252,252
366,National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microelectronics & VLSI Design,Group 1,OBC-NCL,342,342
367,National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microelectronics & VLSI Design,Group 1,EWS,327,327
368,National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microelectronics & VLSI Design,Group 1,OPEN,377,362
369,National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microelectronics & VLSI Design,Group 1,SC,260,246
370,National Spot Round,"National Institute of Technology, Silchar",Microelectronics & VLSI Design,Group 1,OBC-NCL,385,349
371,National Spot Round,"National Institute of Technology, Silchar",Microelectronics & VLSI Design,Group 1,EWS,374,370
372,National Spot Round,"National Institute of Technology, Silchar",Microelectronics & VLSI Design,Group 1,OPEN,424,389
373,National Spot Round,"National Institute of Technology, Silchar",Microelectronics & VLSI Design,Group 1,SC,322,322
374,National Spot Round,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,Group 1,OBC-NCL,331,330
375,National Spot Round,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,Group 1,OPEN,350,350
376,National Spot Round,"National Institute of Technology, Rourkela",Mining Engineering,Group 1,OPEN,351,351
377,National Spot Round,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,OBC-NCL,488,475
378,National Spot Round,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,EWS,467,467
379,National Spot Round,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,OPEN,522,519
380,National Spot Round,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,SC,374,374
381,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Marine Structures,Group 1,EWS,412,412
382,National Spot Round,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 1,OPEN,501,407
383,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,Group 1,EWS,335,335
384,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,Group 1,OBC-NCL,357,357
385,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,Group 2,OBC-NCL,323,323
386,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,Group 2,OPEN,409,385
387,National Spot Round,National Institute of Technology Durgapur,Next Generation Communication and Networks,Group 1,OBC-NCL,344,342
388,National Spot Round,National Institute of Technology Durgapur,Next Generation Communication and Networks,Group 1,EWS,357,357
389,National Spot Round,National Institute of Technology Durgapur,Next Generation Communication and Networks,Group 1,OPEN,448,390
390,National Spot Round,National Institute of Technology Durgapur,Next Generation Communication and Networks,Group 1,SC,269,256
391,National Spot Round,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,Group 1,OBC-NCL,346,346
392,National Spot Round,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,Group 1,OPEN,360,360
393,National Spot Round,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,Group 1,SC,248,226
394,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,Group 1,OBC-NCL,315,315
395,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,Group 1,OPEN,362,362
396,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,Group 1,SC,265,265
397,National Spot Round,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Nanoelectronics and VLSI Design,Group 1,OPEN,377,377
398,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Communication System,Group 1,OPEN,370,370
399,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Communication System,Group 1,SC,268,268
400,National Spot Round,National Institute of Technology Durgapur,Operations Research,Group 1,OBC-NCL,389,389
401,National Spot Round,National Institute of Technology Durgapur,Operations Research,Group 1,OPEN,406,398
402,National Spot Round,National Institute of Technology Durgapur,Operations Research,Group 1,SC,314,314
403,National Spot Round,National Institute of Technology Calicut,Offshore Structures,Group 1,OPEN,389,389
404,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,OBC-NCL,483,439
405,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,EWS,436,420
406,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,OPEN,518,485
407,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,SC,339,339
408,National Spot Round,National Institute of Technology Durgapur,Power Electronics & Machine Drives,Group 1,OPEN,354,350
409,National Spot Round,National Institute of Technology Durgapur,Power Electronics & Machine Drives,Group 1,OBC-NCL,323,323
410,National Spot Round,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,OBC-NCL,342,342
411,National Spot Round,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,OPEN,378,370
412,National Spot Round,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,SC,283,283
413,National Spot Round,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,Group 1,OBC-NCL,342,326
414,National Spot Round,Maulana Azad National Institute of Technology Bhopal,Power Electronics & Drives,Group 1,OPEN,401,354
415,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,OBC-NCL,358,350
416,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,OPEN,405,382
417,National Spot Round,National Institute of Technology Delhi,Power Electronics & Drives,Group 1,OBC-NCL,338,338
418,National Spot Round,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,ST,354,354
419,National Spot Round,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,OBC-NCL,452,429
420,National Spot Round,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,OPEN,508,476
421,National Spot Round,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,ST,292,292
422,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Power Electronics & Drives,Group 1,OBC-NCL,342,341
423,National Spot Round,"National Institute of Technology, Jamshedpur",Power Electronics & Drives,Group 1,SC,252,252
424,National Spot Round,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,Group 1,OPEN,374,362
425,National Spot Round,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,OBC-NCL,397,354
426,National Spot Round,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,EWS,370,370
427,National Spot Round,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,OPEN,441,401
428,National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,OBC-NCL,382,366
429,National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,EWS,346,342
430,National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,OPEN,452,413
431,National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,SC,306,306
432,National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,ST,271,271
433,National Spot Round,National Institute of Technology Puducherry,Power Electronics,Group 1,SC,252,252
434,National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OBC-NCL,492,488
435,National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OPEN,527,523
436,National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,SC,370,366
437,National Spot Round,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Power Electronics,Group 1,EWS,358,358
438,National Spot Round,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Power Electronics,Group 1,OPEN,393,393
439,National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Power Electronics, Machines and Drives",Group 1,OPEN,358,358
440,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Power Electronics & Electrical Drives,Group 1,OBC-NCL,330,330
441,National Spot Round,Malaviya National Institute of Technology Jaipur,Power Systems Management,Group 1,SC,252,252
442,National Spot Round,National Institute of Technology Calicut,Power Systems,Group 1,OPEN,366,358
443,National Spot Round,National Institute of Technology Calicut,Power Systems,Group 1,SC,288,275
444,National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,OPEN,472,472
445,National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,SC,303,299
446,National Spot Round,"National Institute of Technology, Jamshedpur",Power Systems Engineering,Group 1,OPEN,358,358
447,National Spot Round,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,OBC-NCL,393,393
448,National Spot Round,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,EWS,385,378
449,National Spot Round,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,OPEN,409,405
450,National Spot Round,"National Institute of Technology, Rourkela",Power System Engineering,Group 1,OBC-NCL,354,334
451,National Spot Round,"National Institute of Technology, Rourkela",Power System Engineering,Group 1,OPEN,380,370
452,National Spot Round,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,Group 1,OPEN,354,354
453,National Spot Round,"National Institute of Technology, Silchar",Power & Energy Systems Engineering,Group 1,SC,268,268
454,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,Group 1,OBC-NCL,460,397
455,National Spot Round,National Institute of Technology Meghalaya,Power & Energy Systems,Group 1,ST,244,244
456,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,Group 1,OBC-NCL,322,322
457,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,Group 1,OPEN,363,363
458,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,Group 1,SC,314,314
459,National Spot Round,National Institute of Technology Goa,Power Electronics & Power Systems,Group 1,SC,291,291
460,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,OPEN,393,387
461,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,SC,271,271
462,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,EWS,381,381
463,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Radar and Communications),Group 1,OPEN,350,350
464,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,EWS,366,366
465,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,OPEN,397,397
466,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,SC,286,286
467,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,ST,231,231
468,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,OBC-NCL,342,322
469,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,Group 1,OBC-NCL,327,327
470,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,Group 1,OPEN,404,373
471,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,Group 1,OPEN,375,375
472,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,OBC-NCL,523,496
473,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,EWS,522,495
474,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,OPEN,585,549
475,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,SC,373,373
476,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,ST,281,281
477,National Spot Round,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,Group 1,OBC-NCL,414,406
478,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,EWS,410,410
479,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,OPEN,466,456
480,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,SC,291,291
481,National Spot Round,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,Group 1,OPEN,448,446
482,National Spot Round,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,OBC-NCL,385,352
483,National Spot Round,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,EWS,330,330
484,National Spot Round,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,OPEN,417,409
485,National Spot Round,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,SC,268,268
486,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,OBC-NCL,405,377
487,National Spot Round,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Robotics and Automation,Group 1,OPEN,352,352
488,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,Group 1,SC,255,255
489,National Spot Round,Malaviya National Institute of Technology Jaipur,Renewable Energy,Group 1,OPEN,361,361
490,National Spot Round,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,Group 1,SC,259,259
491,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,OBC-NCL,466,456
492,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,EWS,452,452
493,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,OPEN,496,489
494,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,SC,370,327
495,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,ST,252,252
496,National Spot Round,National Institute of Technology Agartala,Data Science & Engineering,Group 1,OBC-NCL,393,357
497,National Spot Round,"National Institute of Technology, Silchar",Data Science & Engineering,Group 1,EWS,443,443
498,National Spot Round,"National Institute of Technology, Silchar",Data Science & Engineering,Group 1,OPEN,485,460
