Sr.No, Round  , Institute                                                                      , Program                                                                                                                                      , Stream                                                 , Seat Type      , Quota     , Category          , Opening Rank, Closing Rank
 1425, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open (PwD)        ,         3419,         9267
 1426, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A (PwD)     ,        50009,        50009
 1427, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        27743,        30381
 1428, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,         2718,         3272
 1429, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,         5117,         5308
 1430, Round 1, "Mckv Institute of Engineering, Liluah, Howrah"                                , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,         5470,        91546
 1431, Round 1, "Mckv Institute of Engineering, Liluah, Howrah"                                , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,        98568,        98568
 1432, Round 1, Jadavpur University                                                            , Chemical Engineering                                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open              ,         1014,         1406
 1433, Round 1, Jadavpur University                                                            , Chemical Engineering                                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        18163,        31928
 1434, Round 1, Jadavpur University                                                            , Chemical Engineering                                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,          716,         1012
 1435, Round 1, "Mckv Institute of Engineering, Liluah, Howrah"                                , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       328643,       594447
 1436, Round 1, "St. Thomas College of Engineering & Technology, Khidirpur, Kolkata"           , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       273560,       574674
 1437, Round 1, "St. Thomas College of Engineering & Technology, Khidirpur, Kolkata"           , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        27859,        81045
 1438, Round 1, "Bankura Unnayani Institute of Engineering, Bankura"                           , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        29388,        59916
