Sr.No,Round ,Institute ,PG Program ,Group ,Category ,Max GATE Score ,Min GATE Score 
62,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,M.Tech. in Medical Diagnostics and Devices,Group 1,SC,199,181
63,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,ST,271,271
64,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,OBC-NCL,456,443
65,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,EWS,456,422
66,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,OPEN,539,481
67,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,SC,341,326
68,Special Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,OBC-NCL,419,405
69,Special Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,EWS,439,410
70,Special Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,OPEN,489,446
71,Special Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,SC,323,318
72,Special Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,Group 1,OBC-NCL,364,354
73,Special Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,Group 1,OPEN,406,366
74,Special Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,Group 1,SC,268,268
75,Special Round 1,National Institute of Technology Agartala,Cyber Security,Group 1,OBC-NCL,398,390
76,Special Round 1,National Institute of Technology Agartala,Cyber Security,Group 1,EWS,367,367
77,Special Round 1,National Institute of Technology Agartala,Cyber Security,Group 1,OPEN,452,433
78,Special Round 1,National Institute of Technology Agartala,Cyber Security,Group 1,SC,317,317
79,Special Round 1,National Institute of Technology Patna,Cyber Security,Group 1,OBC-NCL,451,439
80,Special Round 1,National Institute of Technology Patna,Cyber Security,Group 1,EWS,446,439
81,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,OPEN,485,473
82,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,SC,318,318
83,Special Round 1,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,Group 1,OPEN,402,352
84,Special Round 1,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,Group 1,SC,285,285
85,Special Round 1,National Institute of Technology Patna,Cyber Security,Group 1,OPEN,503,468
86,Special Round 1,National Institute of Technology Patna,Cyber Security,Group 1,SC,339,339
87,Special Round 1,National Institute of Technology Patna,Cyber Security,Group 1,ST,244,244
88,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,OBC-NCL,431,393
89,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,EWS,390,390
90,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OBC-NCL,463,423
91,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OPEN,589,483
92,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,SC,352,350
93,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,ST,317,317
94,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OBC-NCL,436,414
95,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 2,OBC-NCL,401,401
96,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,EWS,384,381
97,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OPEN,476,436
98,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 2,OPEN,435,427
99,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,SC,323,321
100,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,EWS,485,483
101,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,EWS,375,342
102,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,OPEN,420,412
103,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,SC,320,303
104,Special Round 1,University of Hyderabad,Artificial Intelligence,Group 1,EWS,377,370
105,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,ST,252,252
106,Special Round 1,National Institute of Technology Andhra Pradesh,Advanced Communication Systems and Signal Processing,Group 1,OBC-NCL,340,340
107,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OBC-NCL,499,489
108,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,EWS,468,468
109,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OPEN,560,523
110,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,SC,390,352
111,Special Round 1,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,OBC-NCL,359,321
112,Special Round 1,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,EWS,318,318
113,Special Round 1,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,OPEN,411,383
114,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,OBC-NCL,368,327
115,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,EWS,376,376
116,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,OPEN,421,400
117,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,SC,245,231
118,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,OBC-NCL,518,485
119,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,OPEN,561,527
120,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,SC,389,357
121,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,ST,264,264
122,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,OBC-NCL,556,549
123,Special Round 1,University of Hyderabad,Artificial Intelligence,Group 1,OPEN,530,452
124,Special Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,Group 2,OBC-NCL,356,327
125,Special Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,Group 2,EWS,338,338
126,Special Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,Group 2,OPEN,417,360
127,Special Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,Group 2,SC,285,260
128,Special Round 1,"Indian Institute of Information Technology, Vadodara, Diu Campus",Artificial Intelligence,Group 1,SC,311,270
129,Special Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,Group 2,OBC-NCL,377,319
130,Special Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,Group 2,EWS,323,323
131,Special Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,Group 2,OPEN,407,377
132,Special Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,Group 2,SC,298,260
133,Special Round 1,University of Hyderabad,Artificial Intelligence,Group 1,OBC-NCL,450,385
134,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,Group 1,EWS,398,398
135,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,Group 1,OPEN,536,473
136,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,Group 1,SC,304,304
137,Special Round 1,"Indian Institute of Information Technology, Vadodara, Diu Campus",Artificial Intelligence,Group 1,OBC-NCL,398,377
138,Special Round 1,"Indian Institute of Information Technology, Vadodara, Diu Campus",Artificial Intelligence,Group 1,EWS,380,380
139,Special Round 1,"Indian Institute of Information Technology, Vadodara, Diu Campus",Artificial Intelligence,Group 1,OPEN,439,423
140,Special Round 1,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,OBC-NCL,493,459
141,Special Round 1,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,OPEN,516,506
142,Special Round 1,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,SC,370,339
143,Special Round 1,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,ST,321,321
144,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,Group 1,OBC-NCL,414,404
145,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,ST,301,301
146,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,ST,264,264
147,Special Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,OBC-NCL,443,407
148,Special Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,EWS,413,413
149,Special Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,OPEN,496,448
150,Special Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,SC,324,324
151,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,OBC-NCL,448,448
152,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,EWS,420,420
153,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,OPEN,612,585
154,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,OPEN,538,518
155,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,SC,407,393
156,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,SC,334,334
157,Special Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,Group 1,OPEN,499,375
158,Special Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,Group 1,SC,281,264
159,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,OBC-NCL,443,407
160,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,Group 1,OBC-NCL,393,360
161,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,Group 1,EWS,367,364
162,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,Group 1,OPEN,510,398
163,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,Group 1,SC,265,248
164,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,EWS,431,431
165,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,OPEN,523,448
166,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,SC,330,330
167,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,ST,273,273
168,Special Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,OBC-NCL,479,467
169,Special Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,EWS,483,483
170,Special Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,OPEN,647,491
171,Special Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,SC,327,323
172,Special Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,ST,291,291
173,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),Group 1,OBC-NCL,355,355
174,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),Group 1,OPEN,396,380
175,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),Group 1,SC,342,342
176,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,Group 1,OBC-NCL,338,330
177,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,Group 1,OPEN,350,350
178,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,Group 1,SC,335,276
179,Special Round 1,National Institute of Technology Andhra Pradesh,Bioprocess Engineering,Group 1,OBC-NCL,311,304
180,Special Round 1,National Institute of Technology Andhra Pradesh,Bioprocess Engineering,Group 1,OPEN,392,350
181,Special Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,OBC-NCL,466,435
182,Special Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,OPEN,575,497
183,Special Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,SC,271,271
184,Special Round 1,National Institute of Technology Patna,Master of Urban & Regional Planning,Group 1,OPEN,474,474
185,Special Round 1,"National Institute of Technology, Rourkela",Master of Urban & Regional Planning,Group 1,OBC-NCL,294,294
186,Special Round 1,"National Institute of Technology, Rourkela",Master of Urban & Regional Planning,Group 1,OPEN,564,384
187,Special Round 1,"National Institute of Technology, Rourkela",Master of Urban & Regional Planning,Group 1,SC,232,175
188,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,Group 2,OPEN,376,370
189,Special Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,Group 1,OBC-NCL,377,368
190,Special Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,Group 1,OPEN,613,450
191,Special Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,Group 1,SC,291,262
192,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Biomedical Engineering,Group 1,OBC-NCL,304,304
193,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Biomedical Engineering,Group 1,EWS,319,319
194,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Biomedical Engineering,Group 1,OPEN,389,371
195,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Biomedical Engineering,Group 1,SC,260,260
196,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Biomedical Engineering,Group 1,OPEN,546,366
197,Special Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,Group 1,OBC-NCL,298,298
198,Special Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,Group 1,OPEN,398,361
199,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,Group 1,OBC-NCL,324,311
200,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,Group 1,OPEN,409,407
201,Special Round 1,University of Hyderabad,Bioinformatics,Group 1,OBC-NCL,350,350
202,Special Round 1,University of Hyderabad,Bioinformatics,Group 1,EWS,330,330
203,Special Round 1,University of Hyderabad,Bioinformatics,Group 1,OPEN,576,448
204,Special Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,OBC-NCL,532,518
205,Special Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,EWS,543,529
206,Special Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,OPEN,584,556
207,Special Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,SC,423,381
208,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,Group 1,OBC-NCL,311,304
209,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,Group 1,OPEN,500,392
210,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,Group 1,SC,174,168
211,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Biotechnology,Group 1,OBC-NCL,363,330
212,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Biotechnology,Group 1,OPEN,441,402
213,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,OBC-NCL,372,345
214,Special Round 1,"National Institute of Technology, Warangal",Biotechnology,Group 1,OPEN,526,476
215,Special Round 1,"National Institute of Technology, Warangal",Biotechnology,Group 1,SC,298,298
216,Special Round 1,"National Institute of Technology, Warangal",Biotechnology,Group 1,ST,314,314
217,Special Round 1,"National Institute of Technology, Rourkela",Biotechnology,Group 1,OBC-NCL,383,381
218,Special Round 1,"National Institute of Technology, Rourkela",Biotechnology,Group 1,EWS,454,340
219,Special Round 1,"National Institute of Technology, Rourkela",Biotechnology,Group 1,OPEN,560,476
220,Special Round 1,"National Institute of Technology, Rourkela",Biotechnology,Group 1,SC,261,240
221,Special Round 1,"National Institute of Technology, Warangal",Biotechnology,Group 1,OBC-NCL,413,391
222,Special Round 1,"National Institute of Technology, Warangal",Biotechnology,Group 1,EWS,397,397
223,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,EWS,377,350
224,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,OPEN,448,422
225,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,SC,245,230
226,Special Round 1,National Institute of Technology Durgapur,Biotechnology,Group 1,OBC-NCL,356,330
227,Special Round 1,National Institute of Technology Durgapur,Biotechnology,Group 1,OPEN,435,419
228,Special Round 1,National Institute of Technology Durgapur,Biotechnology,Group 1,SC,222,222
229,Special Round 1,National Institute of Technology Hamirpur,Civil Engineering (Environment),Group 1,SC,289,289
230,Special Round 1,National Institute of Technology Hamirpur,Civil Engineering (Environment),Group 1,ST,260,260
231,Special Round 1,National Institute of Technology Hamirpur,Civil Engineering (Structures),Group 1,SC,291,291
232,Special Round 1,National Institute of Technology Hamirpur,Civil Engineering (Water Resources),Group 1,SC,245,245
233,Special Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,Group 1,OBC-NCL,389,370
234,Special Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,Group 1,EWS,393,378
235,Special Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,Group 1,OPEN,413,397
