Sr.No,Round ,Institute ,PG Program ,Group ,Category ,Max GATE Score ,Min GATE Score 
1,Special Round 2,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,Group 1,OPEN,420,418
2,Special Round 2,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,Group 1,SC,260,260
3,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,Group 1,OBC-NCL,334,323
4,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,Group 1,OPEN,377,373
5,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,OBC-NCL,568,568
6,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 2,OBC-NCL,463,463
7,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 2,EWS,479,479
8,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,OPEN,597,597
9,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 2,OPEN,491,483
10,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,SC,435,435
11,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 2,SC,315,315
12,Special Round 2,"National Institute of Technology, Rourkela",Software Engineering,Group 1,OBC-NCL,589,569
13,Special Round 2,"National Institute of Technology, Rourkela",Software Engineering,Group 1,EWS,592,592
14,Special Round 2,"National Institute of Technology, Rourkela",Software Engineering,Group 1,OPEN,622,618
15,Special Round 2,"National Institute of Technology, Rourkela",Software Engineering,Group 1,SC,454,454
16,Special Round 2,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,Group 1,OBC-NCL,498,498
17,Special Round 2,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,Group 1,EWS,512,512
18,Special Round 2,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,Group 1,OPEN,535,530
19,Special Round 2,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,Group 1,SC,352,326
20,Special Round 2,"National Institute of Technology, Rourkela",Signal & Image Processing,Group 1,OBC-NCL,483,456
21,Special Round 2,"National Institute of Technology, Rourkela",Signal & Image Processing,Group 1,EWS,440,418
22,Special Round 2,"National Institute of Technology, Rourkela",Signal & Image Processing,Group 1,OPEN,522,516
23,Special Round 2,"National Institute of Technology, Rourkela",Signal & Image Processing,Group 1,SC,370,370
24,Special Round 2,National Institute of Technology Delhi,Mathematics & Computing (MC),Group 1,OPEN,530,530
25,Special Round 2,National Institute of Technology Delhi,Mathematics & Computing (MC),Group 1,SC,352,352
26,Special Round 2,"National Institute of Technology, Silchar",Communication & Signal Processing,Group 1,OBC-NCL,326,326
27,Special Round 2,"National Institute of Technology, Silchar",Communication & Signal Processing,Group 1,OPEN,366,364
28,Special Round 2,"National Institute of Technology, Silchar",Communication & Signal Processing,Group 1,SC,265,265
29,Special Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Communication & Signal Processing,Group 1,OPEN,354,354
30,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,OBC-NCL,424,420
31,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,EWS,420,401
32,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,OPEN,452,444
33,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,SC,295,295
34,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,ST,242,242
35,Special Round 2,National Institute of Technology Calicut,Signal Processing,Group 1,OBC-NCL,448,440
36,Special Round 2,National Institute of Technology Calicut,Signal Processing,Group 1,EWS,393,393
37,Special Round 2,National Institute of Technology Calicut,Signal Processing,Group 1,OPEN,456,448
38,Special Round 2,National Institute of Technology Calicut,Signal Processing,Group 1,SC,299,299
39,Special Round 2,Malaviya National Institute of Technology Jaipur,Structural Engineering,Group 1,OBC-NCL,366,332
40,Special Round 2,Malaviya National Institute of Technology Jaipur,Structural Engineering,Group 1,OPEN,435,435
41,Special Round 2,Malaviya National Institute of Technology Jaipur,Structural Engineering,Group 1,SC,268,268
42,Special Round 2,"National Institute of Technology, Tiruchirappalli",Structural Engineering,Group 1,EWS,400,400
43,Special Round 2,"National Institute of Technology, Tiruchirappalli",Structural Engineering,Group 1,SC,332,332
44,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,Group 1,OBC-NCL,363,359
45,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,Group 1,EWS,348,348
46,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,Group 1,OPEN,382,382
47,Special Round 2,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,OBC-NCL,382,382
48,Special Round 2,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,EWS,363,363
49,Special Round 2,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,OPEN,423,423
50,Special Round 2,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,SC,279,279
51,Special Round 2,National Institute of Technology Patna,Structural Engineering,Group 1,OBC-NCL,351,341
52,Special Round 2,National Institute of Technology Raipur,Structural Engineering,Group 1,SC,249,249
53,Special Round 2,"National Institute of Technology, Jamshedpur",Structural Engineering,Group 1,SC,265,265
54,Special Round 2,"National Institute of Technology, Kurukshetra",Structural Engineering,Group 1,OPEN,438,438
55,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,Group 1,OBC-NCL,438,434
56,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,Group 1,OPEN,483,483
57,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,Group 1,SC,332,322
58,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,OBC-NCL,370,333
59,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,OPEN,393,393
60,Special Round 2,National Institute of Technology Calicut,Structural Engineering,Group 1,OBC-NCL,419,404
61,Special Round 2,National Institute of Technology Calicut,Structural Engineering,Group 1,EWS,355,355
62,Special Round 2,National Institute of Technology Calicut,Structural Engineering,Group 1,OPEN,449,442
63,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech (Bioinformatics),Group 1,OPEN,429,429
64,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,OBC-NCL,374,363
65,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,OPEN,419,415
66,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,SC,279,279
67,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,ST,268,268
68,Special Round 2,National Institute of Technology Patna,Transportation Engineering,Group 1,SC,243,243
69,Special Round 2,"National Institute of Technology, Rourkela",Transportation Engineering,Group 1,OBC-NCL,325,322
70,Special Round 2,"National Institute of Technology, Rourkela",Transportation Engineering,Group 1,OPEN,363,359
71,Special Round 2,"National Institute of Technology, Warangal",Transportation Engineering,Group 1,OBC-NCL,366,359
72,Special Round 2,"National Institute of Technology, Warangal",Transportation Engineering,Group 1,OPEN,389,382
73,Special Round 2,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,OBC-NCL,378,370
74,Special Round 2,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,EWS,348,348
75,Special Round 2,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,OPEN,438,412
76,Special Round 2,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,ST,264,264
77,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,Group 1,OBC-NCL,380,366
78,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,Group 1,OPEN,477,432
79,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,Group 1,SC,245,245
80,Special Round 2,"National Institute of Technology, Rourkela",Thermal Engineering,Group 1,OPEN,355,352
81,Special Round 2,"National Institute of Technology, Warangal",Thermal Engineering,Group 1,OBC-NCL,383,338
82,Special Round 2,"National Institute of Technology, Warangal",Thermal Engineering,Group 1,OPEN,456,411
83,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Power System,Group 1,OPEN,350,350
84,Special Round 2,National Institute of Technology Durgapur,Power System,Group 1,SC,271,271
85,Special Round 2,National Institute of Technology Calicut,Telecommunication,Group 1,OBC-NCL,440,428
86,Special Round 2,National Institute of Technology Calicut,Telecommunication,Group 1,OPEN,444,444
87,Special Round 2,National Institute of Technology Calicut,Telecommunication,Group 1,SC,295,295
88,Special Round 2,"National Institute of Technology, Rourkela",Geo-technical Engineering,Group 1,OPEN,359,359
89,Special Round 2,"National Institute of Technology, Warangal",Geo-technical Engineering,Group 1,SC,298,298
90,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,Group 1,SC,245,245
91,Special Round 2,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,Group 1,OBC-NCL,432,411
92,Special Round 2,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,Group 1,EWS,335,335
93,Special Round 2,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,Group 1,OPEN,494,487
94,Special Round 2,National Institute of Technology Calicut,Thermal Sciences,Group 1,OPEN,355,353
95,Special Round 2,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,OBC-NCL,325,325
96,Special Round 2,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,OPEN,370,370
97,Special Round 2,Malaviya National Institute of Technology Jaipur,Urban Planning,Group 1,OBC-NCL,356,322
98,Special Round 2,Malaviya National Institute of Technology Jaipur,Urban Planning,Group 1,OPEN,412,384
99,Special Round 2,Maulana Azad National Institute of Technology Bhopal,Urban Planning,Group 1,OPEN,350,350
100,Special Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Urban & Regional Planning,Group 1,OPEN,356,356
101,Special Round 2,National Institute of Technology Hamirpur,Electronics & Communication Engineering (Communications System and Networks),Group 1,OBC-NCL,315,315
102,Special Round 2,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),Group 1,OBC-NCL,401,397
103,Special Round 2,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),Group 1,EWS,367,367
104,Special Round 2,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),Group 1,OPEN,428,420
105,Special Round 2,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),Group 1,SC,288,288
106,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,Group 1,OBC-NCL,448,444
107,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,Group 1,EWS,440,440
108,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,Group 1,OPEN,495,495
109,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,Group 1,SC,297,297
110,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Communication Engineering,Group 1,OBC-NCL,342,334
111,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Communication Engineering,Group 1,EWS,342,342
112,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Communication Engineering,Group 1,OPEN,409,377
113,Special Round 2,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",Group 1,OBC-NCL,568,556
114,Special Round 2,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",Group 1,EWS,562,552
115,Special Round 2,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,Group 1,SC,303,303
116,Special Round 2,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",Group 1,OPEN,602,592
117,Special Round 2,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",Group 1,SC,402,402
118,Special Round 2,"Indian Institute of Information Technology, Allahabad","Dual Degree M.Tech. - Ph.D in IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",Group 1,OBC-NCL,433,433
119,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Software and Data Engineering Group,Group 1,OBC-NCL,565,564
120,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Software and Data Engineering Group,Group 1,OPEN,605,605
121,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Software and Data Engineering Group,Group 1,SC,423,423
122,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Network and Security Group,Group 1,OPEN,581,572
123,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Network and Security Group,Group 1,SC,389,389
124,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Network and Security Group,Group 1,OBC-NCL,556,539
125,Special Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Network and Security Group,Group 1,EWS,552,552
126,Special Round 2,National Institute of Technology Patna,Microelectronics and VLSI System Design,Group 1,OBC-NCL,400,390
127,Special Round 2,National Institute of Technology Patna,Microelectronics and VLSI System Design,Group 1,EWS,373,373
128,Special Round 2,National Institute of Technology Patna,Microelectronics and VLSI System Design,Group 1,OPEN,424,410
129,Special Round 2,"National Institute of Technology, Warangal",VLSI Systems Design,Group 1,OBC-NCL,584,584
130,Special Round 2,"National Institute of Technology, Warangal",VLSI Systems Design,Group 1,OPEN,627,620
131,Special Round 2,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,Group 1,OBC-NCL,424,424
132,Special Round 2,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,Group 1,EWS,409,409
133,Special Round 2,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,Group 1,OPEN,459,459
134,Special Round 2,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,Group 1,OBC-NCL,569,565
135,Special Round 2,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,Group 1,OPEN,584,584
136,Special Round 2,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,Group 1,ST,319,319
137,Special Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,Group 1,OBC-NCL,428,420
138,Special Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,Group 1,EWS,409,409
139,Special Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,Group 1,OPEN,452,452
140,Special Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,Group 1,SC,288,288
141,Special Round 2,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. - Ph.D in IT with specialization in Network and Security Group,Group 1,OBC-NCL,398,398
142,Special Round 2,Indian Institute of Information Technology Tiruchirappalli,VLSI Systems,Group 1,OBC-NCL,327,320
143,Special Round 2,Indian Institute of Information Technology Tiruchirappalli,VLSI Systems,Group 1,OPEN,360,350
144,Special Round 2,National Institute of Technology Goa,VLSI,Group 1,OBC-NCL,424,420
145,Special Round 2,National Institute of Technology Goa,VLSI,Group 1,EWS,395,378
146,Special Round 2,National Institute of Technology Goa,VLSI,Group 1,OPEN,452,452
147,Special Round 2,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,Group 1,OBC-NCL,450,440
148,Special Round 2,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,Group 1,EWS,453,413
149,Special Round 2,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,Group 1,OPEN,466,456
150,Special Round 2,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,Group 1,SC,321,306
151,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,Group 1,OBC-NCL,449,440
152,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,Group 1,EWS,434,434
153,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,Group 1,OPEN,480,479
154,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",VLSI Design,Group 1,OPEN,452,444
155,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",VLSI Design,Group 1,SC,327,327
156,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",VLSI Design,Group 1,OBC-NCL,424,416
157,Special Round 2,"National Institute of Technology, Kurukshetra",VLSI Design,Group 1,OBC-NCL,509,499
158,Special Round 2,"National Institute of Technology, Kurukshetra",VLSI Design,Group 1,OPEN,538,534
159,Special Round 2,National Institute of Technology Puducherry,VLSI Design,Group 1,OBC-NCL,389,389
160,Special Round 2,National Institute of Technology Puducherry,VLSI Design,Group 1,OPEN,405,405
161,Special Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 1,OBC-NCL,614,608
162,Special Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 2,OBC-NCL,596,596
163,Special Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 1,OPEN,665,665
164,Special Round 2,National Institute of Technology Agartala,VLSI Design,Group 1,OPEN,362,350
165,Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 1,OBC-NCL,495,491
166,Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 2,OBC-NCL,491,487
167,Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 1,EWS,491,491
168,Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 2,EWS,475,475
169,Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 1,OPEN,530,530
170,Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 2,OPEN,529,527
171,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electric Vehicle Design,Group 1,SC,255,255
172,Special Round 2,National Institute of Technology Meghalaya,VLSI & Embedded Systems,Group 1,OPEN,360,360
173,Special Round 2,National Institute of Technology Meghalaya,VLSI & Embedded Systems,Group 1,SC,252,252
174,Special Round 2,National Institute of Technology Raipur,VLSI & Embedded Systems,Group 1,OBC-NCL,389,385
175,Special Round 2,National Institute of Technology Raipur,VLSI & Embedded Systems,Group 2,OBC-NCL,397,381
176,Special Round 2,National Institute of Technology Raipur,VLSI & Embedded Systems,Group 1,OPEN,424,420
177,Special Round 2,National Institute of Technology Raipur,VLSI & Embedded Systems,Group 2,OPEN,414,409
178,Special Round 2,National Institute of Technology Raipur,VLSI & Embedded Systems,Group 1,SC,305,305
179,Special Round 2,National Institute of Technology Raipur,VLSI & Embedded Systems,Group 2,SC,291,291
180,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,Group 1,OBC-NCL,469,463
181,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,Group 1,EWS,432,424
182,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,Group 1,OPEN,491,491
183,Special Round 2,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,Group 1,OBC-NCL,456,440
184,Special Round 2,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,Group 1,EWS,436,436
185,Special Round 2,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,Group 1,OPEN,483,479
186,Special Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,Group 2,EWS,582,582
187,Special Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,Group 1,OPEN,667,667
188,Special Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,Group 2,OPEN,656,656
189,Special Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,Group 1,ST,334,334
190,Special Round 2,National Institute of Technology Calicut,Water Resource Engineering,Group 1,SC,249,249
191,Special Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Wireless Networks and Computing,Group 1,EWS,364,364
192,Special Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Wireless Networks and Computing,Group 1,OPEN,414,413
193,Special Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Wireless Networks and Computing,Group 1,SC,256,256
194,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,Group 1,SC,247,247
195,Special Round 2,"National Institute of Technology, Warangal",Water Resources Engineering,Group 1,SC,272,272
196,Special Round 2,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),Group 1,OBC-NCL,481,460
197,Special Round 2,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),Group 1,EWS,460,460
198,Special Round 2,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),Group 1,OPEN,522,510
199,Special Round 2,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),Group 1,SC,350,350
200,Special Round 2,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),Group 1,ST,260,260
201,Special Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Computer Science & Engineering (Artificial Intelligence),Group 1,OBC-NCL,431,423
202,Special Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Computer Science & Engineering (Artificial Intelligence),Group 1,OPEN,474,472
203,Special Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,OBC-NCL,539,532
204,Special Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,EWS,543,539
205,Special Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,OPEN,582,572
206,Special Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,SC,410,410
207,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),Group 1,OBC-NCL,502,476
208,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),Group 1,EWS,486,486
209,Special Round 2,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,OBC-NCL,606,595
210,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),Group 1,EWS,688,688
211,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),Group 1,OPEN,701,693
212,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),Group 1,SC,509,509
213,Special Round 2,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,EWS,622,618
214,Special Round 2,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,OPEN,631,624
215,Special Round 2,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,SC,463,443
216,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),Group 1,OBC-NCL,656,648
217,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,OBC-NCL,514,502
218,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,EWS,509,506
219,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,OPEN,544,542
220,Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,SC,397,380
221,Special Round 2,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,Group 1,OBC-NCL,585,582
222,Special Round 2,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,Group 1,EWS,622,622
223,Special Round 2,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,Group 1,EWS,381,364
224,Special Round 2,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,Group 1,OPEN,430,424
225,Special Round 2,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,Group 1,SC,289,285
226,Special Round 2,"Jawaharlal Nehru University, New Delhi",Computer Science & Engineering,Group 1,SC,339,339
227,Special Round 2,"International Institute of Information Technology, Naya Raipur",Computer Science & Engineering,Group 1,EWS,420,420
228,Special Round 2,"International Institute of Information Technology, Naya Raipur",Computer Science & Engineering,Group 1,OPEN,456,440
229,Special Round 2,"International Institute of Information Technology, Naya Raipur",Computer Science & Engineering,Group 1,SC,321,321
230,Special Round 2,"Punjab Engineering College, Chandigarh",Computer Science & Engineering,Group 1,EWS,357,357
231,Special Round 2,"Punjab Engineering College, Chandigarh",Computer Science & Engineering,Group 1,OPEN,444,433
232,Special Round 2,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,Group 1,OBC-NCL,379,354
233,Special Round 2,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,Group 1,OPEN,423,410
234,Special Round 2,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,Group 1,SC,295,295
235,Special Round 2,"Indian Institute of Information Technology, Pune",Computer Science & Engineering,Group 1,OBC-NCL,473,456
236,Special Round 2,"Indian Institute of Information Technology, Pune",Computer Science & Engineering,Group 1,EWS,443,443
237,Special Round 2,"Indian Institute of Information Technology, Pune",Computer Science & Engineering,Group 1,OPEN,542,536
238,Special Round 2,"International Institute of Information Technology, Naya Raipur",Computer Science & Engineering,Group 1,OBC-NCL,406,406
239,Special Round 2,Indian Institute of Information Technology Tiruchirappalli,Computer Science & Engineering,Group 1,OBC-NCL,418,410
240,Special Round 2,Indian Institute of Information Technology Tiruchirappalli,Computer Science & Engineering,Group 1,EWS,410,406
241,Special Round 2,Indian Institute of Information Technology Tiruchirappalli,Computer Science & Engineering,Group 1,OPEN,446,427
242,Special Round 2,Indian Institute of Information Technology Tiruchirappalli,Computer Science & Engineering,Group 1,SC,295,291
243,Special Round 2,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,Group 1,OBC-NCL,368,364
244,Special Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Computer Science & Engineering,Group 1,OBC-NCL,433,427
245,Special Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Computer Science & Engineering,Group 1,EWS,499,499
246,Special Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Computer Science & Engineering,Group 1,OPEN,535,522
247,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Computer Science & Engineering,Group 1,OPEN,592,585
248,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Computer Science & Engineering,Group 1,SC,410,402
249,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,Group 1,OBC-NCL,579,572
250,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,Group 1,EWS,579,579
251,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,Group 1,OPEN,605,602
252,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,Group 1,SC,443,443
253,Special Round 2,"National Institute of Technology, Warangal",Computer Science & Engineering,Group 1,OBC-NCL,694,691
