Sr.No,Round ,Institute ,PG Program ,Group ,Category ,Max GATE Score ,Min GATE Score 
33,Round 2,"National Institute of Technology, Rourkela",Manufacturing and Automation Engineering,Group 3,SC,253,232
34,Round 2,"National Institute of Technology Karnataka, Surathkal",POWER ELECTRONICS AND CONTROL,Group 1,OBC-NCL,535,527
35,Round 2,"National Institute of Technology Karnataka, Surathkal",POWER ELECTRONICS AND CONTROL,Group 1,EWS,519,512
36,Round 2,"National Institute of Technology Karnataka, Surathkal",POWER ELECTRONICS AND CONTROL,Group 1,OPEN,567,539
37,Round 2,"National Institute of Technology Karnataka, Surathkal",POWER ELECTRONICS AND CONTROL,Group 1,SC,389,389
38,Round 2,"National Institute of Technology Karnataka, Surathkal",POWER ELECTRONICS AND CONTROL,Group 1,ST,354,354
39,Round 2,National Institute of Technology Agartala,Communication Systems & Signal Processing,Group 1,OBC-NCL,338,330
40,Round 2,National Institute of Technology Agartala,Communication Systems & Signal Processing,Group 1,EWS,334,334
41,Round 2,National Institute of Technology Agartala,Communication Systems & Signal Processing,Group 1,OPEN,373,350
42,Round 2,National Institute of Technology Agartala,Communication Systems & Signal Processing,Group 1,SC,272,256
43,Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Control and Automation,Group 1,OBC-NCL,360,354
44,Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Control and Automation,Group 1,EWS,338,338
45,Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Control and Automation,Group 1,OPEN,412,389
46,Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Control and Automation,Group 1,SC,284,276
47,Round 2,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 2,OBC-NCL,387,382
48,Round 2,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 3,OBC-NCL,377,372
49,Round 2,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 2,EWS,330,330
50,Round 2,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 3,EWS,383,383
51,Round 2,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 1,OPEN,354,354
52,Round 2,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 2,OPEN,434,424
53,Round 2,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 3,OPEN,441,422
54,Round 2,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 2,SC,230,230
55,Round 2,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 3,SC,219,219
56,Round 2,National Institute of Technology Uttarakhand,Signal Processing and Communication System,Group 1,OBC-NCL,345,330
57,Round 2,National Institute of Technology Uttarakhand,Signal Processing and Communication System,Group 1,OPEN,375,366
58,Round 2,National Institute of Technology Uttarakhand,Signal Processing and Communication System,Group 1,SC,280,280
59,Round 2,National Institute of Technology Delhi,Civil and Infrastructure Engineering,Group 1,OBC-NCL,355,347
60,Round 2,National Institute of Technology Delhi,Civil and Infrastructure Engineering,Group 1,OPEN,393,393
61,Round 2,National Institute of Technology Delhi,Civil and Infrastructure Engineering,Group 1,SC,303,303
62,Round 2,National Institute of Technology Delhi,Civil and Infrastructure Engineering,Group 1,ST,286,286
63,Round 2,National Institute of Technology Patna,Intelligent Transport System,Group 1,SC,210,210
64,Round 2,"Indian Institute of Information Technology, Una",M. Tech. Microelectronics and VLSI Design,Group 1,OBC-NCL,334,330
65,Round 2,"Indian Institute of Information Technology, Una",M. Tech. Microelectronics and VLSI Design,Group 1,OPEN,375,366
66,Round 2,"Indian Institute of Information Technology, Una",M. Tech. Microelectronics and VLSI Design,Group 1,SC,252,252
67,Round 2,Malaviya National Institute of Technology Jaipur,Chemical Engineering and Sustainable Technology,Group 1,OBC-NCL,298,298
68,Round 2,Malaviya National Institute of Technology Jaipur,Chemical Engineering and Sustainable Technology,Group 1,OPEN,356,356
69,Round 2,Malaviya National Institute of Technology Jaipur,Chemical Engineering and Sustainable Technology,Group 1,SC,245,245
70,Round 2,Malaviya National Institute of Technology Jaipur,Petrochemicals and Polymers Technology,Group 1,SC,220,220
71,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Defence and Space Electronics),Group 1,OBC-NCL,370,362
72,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Defence and Space Electronics),Group 1,OPEN,432,418
73,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Defence and Space Electronics),Group 1,SC,291,283
74,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),Group 1,OBC-NCL,360,352
75,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),Group 1,EWS,385,385
76,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),Group 1,OPEN,440,401
77,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),Group 1,SC,292,292
78,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Semiconductor Chip Design),Group 1,EWS,405,405
79,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Semiconductor Chip Design),Group 1,OPEN,452,444
80,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Semiconductor Chip Design),Group 1,SC,311,276
81,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Semiconductor Chip Design),Group 1,OBC-NCL,393,389
82,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Industrial Systems Engineering,Group 1,SC,261,244
83,Round 2,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,Group 1,OBC-NCL,548,539
84,Round 2,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,Group 1,EWS,542,542
85,Round 2,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,Group 1,OPEN,592,560
86,Round 2,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,Group 1,SC,423,423
87,Round 2,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,Group 1,ST,299,299
88,Round 2,National Institute of Technology Durgapur,Robotics & Artificial Intelligence,Group 1,OBC-NCL,385,373
89,Round 2,National Institute of Technology Durgapur,Robotics & Artificial Intelligence,Group 1,EWS,345,342
90,Round 2,National Institute of Technology Durgapur,Robotics & Artificial Intelligence,Group 1,OPEN,428,393
91,Round 2,National Institute of Technology Durgapur,Robotics & Artificial Intelligence,Group 1,SC,305,305
92,Round 2,National Institute of Technology Durgapur,Sustainable Materials & Technology,Group 1,OPEN,393,356
93,Round 2,National Institute of Technology Durgapur,Sustainable Materials & Technology,Group 1,SC,271,271
94,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in RF and Microwave Engineering,Group 1,SC,276,276
95,Round 2,NIELIT Deemed to be University- Ropar,Data Engineering,Group 2,OPEN,436,409
96,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in RF and Microwave Engineering,Group 1,OBC-NCL,342,330
97,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in RF and Microwave Engineering,Group 1,OPEN,362,350
98,Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,Group 1,OBC-NCL,448,443
99,Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,Group 1,EWS,489,489
100,Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,Group 1,OPEN,529,505
101,Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,Group 1,ST,252,252
102,Round 2,"National Institute of Technology, Kurukshetra",Machine Design Engineering,Group 1,OBC-NCL,347,347
103,Round 2,"National Institute of Technology, Kurukshetra",Machine Design Engineering,Group 1,OPEN,385,352
104,Round 2,"National Institute of Technical Teachers Training & Research, Kolkata",Artificial Intelligence and Machine Learning with Pedagogy,Group 1,EWS,343,335
105,Round 2,"National Institute of Technical Teachers Training & Research, Kolkata",Artificial Intelligence and Machine Learning with Pedagogy,Group 1,OPEN,502,364
106,Round 2,"National Institute of Technical Teachers Training & Research, Kolkata",Artificial Intelligence and Machine Learning with Pedagogy,Group 1,SC,260,228
107,Round 2,"National Institute of Technical Teachers Training & Research, Kolkata",Artificial Intelligence and Machine Learning with Pedagogy,Group 1,OBC-NCL,335,323
108,Round 2,"National Institute of Technical Teachers Training & Research, Kolkata",Engineering Education,Group 1,OPEN,350,350
109,Round 2,"National Institute of Technical Teachers Training & Research, Kolkata",Engineering Education,Group 1,SC,181,170
110,Round 2,"Indian Institute of Information Technology, Kota",Electronics and Communication Engineering with specialization in Semiconductor Technology,Group 1,OBC-NCL,323,320
111,Round 2,"Indian Institute of Information Technology, Kota",Electronics and Communication Engineering with specialization in Semiconductor Technology,Group 1,OPEN,354,350
112,Round 2,"Indian Institute of Information Technology, Kota",Electronics and Communication Engineering with specialization in Semiconductor Technology,Group 1,SC,260,259
113,Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (CSE) + Ph.D. in CSE,Group 1,OBC-NCL,413,413
114,Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (CSE) + Ph.D. in CSE,Group 1,OPEN,506,502
115,Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (CSE) + Ph.D. in CSE,Group 1,SC,323,323
116,Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (IT) + Ph.D. in IT,Group 1,EWS,406,406
117,Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (IT) + Ph.D. in IT,Group 1,OPEN,483,483
118,Round 2,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in Computer Science and Engineering (Bigdata Analytics),Group 1,OBC-NCL,380,348
119,Round 2,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in Computer Science and Engineering (Bigdata Analytics),Group 1,EWS,364,364
120,Round 2,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in Computer Science and Engineering (Bigdata Analytics),Group 1,OPEN,431,407
121,Round 2,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in Computer Science and Engineering (Bigdata Analytics),Group 1,SC,278,278
122,Round 2,"National Institute of Technology, Warangal",Materials and Manufacturing,Group 1,SC,236,236
123,Round 2,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in VLSI & Microelectronics,Group 1,OBC-NCL,327,314
124,Round 2,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in VLSI & Microelectronics,Group 1,OPEN,358,358
125,Round 2,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in VLSI & Microelectronics,Group 1,SC,268,256
126,Round 2,Maulana Azad National Institute of Technology Bhopal,M Plan (Real Estate Planning),Group 1,OBC-NCL,395,350
127,Round 2,Maulana Azad National Institute of Technology Bhopal,M Plan (Real Estate Planning),Group 1,OPEN,466,418
128,Round 2,Maulana Azad National Institute of Technology Bhopal,M Plan (Real Estate Planning),Group 1,SC,271,247
129,Round 2,Maulana Azad National Institute of Technology Bhopal,M Tech (Infrastructure Engineering and Construction Management),Group 1,OBC-NCL,343,329
130,Round 2,Maulana Azad National Institute of Technology Bhopal,M Tech (Infrastructure Engineering and Construction Management),Group 1,OPEN,378,355
131,Round 2,Maulana Azad National Institute of Technology Bhopal,M Tech (Infrastructure Engineering and Construction Management),Group 1,SC,284,256
132,Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Water Resources Engineering and Geoinformatics,Group 1,OBC-NCL,308,308
133,Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Water Resources Engineering and Geoinformatics,Group 1,SC,248,243
134,Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Environmental Engineering and Management,Group 1,OPEN,350,350
135,Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Environmental Engineering and Management,Group 1,SC,231,231
136,Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Machine Learning in Materials Engineering,Group 1,SC,246,246
137,Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mining and Mineral Engineering,Group 1,SC,255,255
138,Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Sustainable Energy Technology and Development,Group 1,SC,260,260
139,Round 2,"National Institute of Technology, Warangal",Materials and Manufacturing,Group 1,OBC-NCL,338,324
140,Round 2,"National Institute of Technology, Warangal",Materials and Manufacturing,Group 1,OPEN,355,352
141,Round 2,"National Institute of Electronics and Information Technology, Calicut",Electronics Design technology,Group 1,OBC-NCL,405,366
142,Round 2,"National Institute of Electronics and Information Technology, Calicut",Electronics Design technology,Group 1,EWS,405,405
143,Round 2,"National Institute of Electronics and Information Technology, Calicut",Electronics Design technology,Group 1,OPEN,464,433
144,Round 2,"National Institute of Electronics and Information Technology, Calicut",Electronics Design technology,Group 1,SC,311,311
145,Round 2,"National Institute of Electronics and Information Technology, Calicut",Electronics Design technology,Group 1,ST,253,253
146,Round 2,"National Institute of Electronics and Information Technology, Calicut",Automotive Electronics,Group 1,OBC-NCL,354,334
147,Round 2,"National Institute of Electronics and Information Technology, Calicut",Automotive Electronics,Group 1,OPEN,389,358
148,Round 2,"National Institute of Electronics and Information Technology, Calicut",Automotive Electronics,Group 1,SC,292,276
149,Round 2,NIELIT Deemed to be University- Ropar,Data Engineering,Group 2,OBC-NCL,349,319
150,Round 2,NIELIT Deemed to be University- Ropar,Data Engineering,Group 2,EWS,364,364
151,Round 2,NIELIT Deemed to be University- Ropar,Data Engineering,Group 2,SC,298,266
152,Round 2,NIELIT Deemed to be University Agartala,Data Engineering,Group 2,EWS,339,339
153,Round 2,NIELIT Deemed to be University Agartala,Data Engineering,Group 2,OPEN,390,360
154,Round 2,NIELIT Deemed to be University Agartala,Data Engineering,Group 2,SC,260,252
155,Round 2,NIELIT Deemed to be University- Ropar,Cyber Forensics and Information Security,Group 2,OBC-NCL,341,341
156,Round 2,NIELIT Deemed to be University- Ropar,Cyber Forensics and Information Security,Group 2,OPEN,402,381
157,Round 2,NIELIT Deemed to be University- Ropar,Cyber Forensics and Information Security,Group 2,SC,274,272
158,Round 2,NIELIT Deemed to be University Kohima,Cyber Forensics and Information Security,Group 1,OPEN,368,352
159,Round 2,NIELIT Deemed to be University- Ropar,IOT and Sensor Systems,Group 1,SC,255,246
160,Round 2,NIELIT Deemed to be University- Srinagar,Cyber Forensics,Group 2,OPEN,360,352
161,Round 2,NIELIT Deemed to be University- Srinagar,Cyber Forensics,Group 2,SC,260,241
162,Round 2,NIELIT Deemed to be University- Gorakhpur,VLSI and Embedded Systems Design,Group 1,OPEN,370,370
163,Round 2,NIELIT Deemed to be University- Gorakhpur,VLSI and Embedded Systems Design,Group 1,SC,259,259
164,Round 2,NIELIT Deemed to be University- Gorakhpur,VLSI and Embedded Systems Design,Group 1,OBC-NCL,334,334
165,Round 2,"National Institute of Electronics and Information Technology, Aurangabad",Embedded System and VLSI Design,Group 1,OBC-NCL,330,315
166,Round 2,"National Institute of Electronics and Information Technology, Aurangabad",Embedded System and VLSI Design,Group 1,EWS,328,328
167,Round 2,"National Institute of Electronics and Information Technology, Aurangabad",Embedded System and VLSI Design,Group 1,OPEN,373,350
168,Round 2,"National Institute of Electronics and Information Technology, Aurangabad",Embedded System and VLSI Design,Group 1,SC,264,252
169,Round 2,"National Institute of Electronics and Information Technology, Aurangabad",Embedded System and VLSI Design,Group 1,ST,226,226
170,Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,OPEN,539,527
171,Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,SC,357,337
172,Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,ST,248,248
173,Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,OBC-NCL,481,473
174,Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,EWS,514,514
175,Round 2,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,OBC-NCL,486,471
176,Round 2,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,EWS,483,476
177,Round 2,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,OPEN,548,514
178,Round 2,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,SC,370,358
179,Round 2,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,Group 1,OBC-NCL,393,360
180,Round 2,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,Group 1,OPEN,443,426
181,Round 2,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,Group 1,SC,291,287
182,Round 2,National Institute of Technology Agartala,Cyber Security,Group 1,OBC-NCL,448,431
183,Round 2,National Institute of Technology Agartala,Cyber Security,Group 1,OPEN,489,468
184,Round 2,National Institute of Technology Agartala,Cyber Security,Group 1,SC,334,331
185,Round 2,National Institute of Technology Agartala,Cyber Security,Group 1,ST,248,248
186,Round 2,National Institute of Technology Patna,Cyber Security,Group 1,OBC-NCL,503,489
187,Round 2,National Institute of Technology Patna,Cyber Security,Group 1,EWS,512,502
188,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,OPEN,522,503
189,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,SC,357,357
190,Round 2,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,Group 1,OBC-NCL,364,327
191,Round 2,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,Group 1,EWS,344,344
192,Round 2,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,Group 1,OPEN,413,406
193,Round 2,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,Group 1,SC,260,260
194,Round 2,National Institute of Technology Patna,Cyber Security,Group 1,OPEN,543,539
195,Round 2,National Institute of Technology Patna,Cyber Security,Group 1,SC,406,377
196,Round 2,National Institute of Technology Patna,Cyber Security,Group 1,ST,264,264
197,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,OBC-NCL,463,450
198,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,EWS,464,464
199,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OBC-NCL,475,463
200,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,EWS,512,467
201,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OPEN,563,560
202,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,SC,362,362
203,Round 2,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OBC-NCL,456,456
204,Round 2,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 2,OBC-NCL,446,446
205,Round 2,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,EWS,458,448
206,Round 2,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OPEN,516,498
207,Round 2,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 2,OPEN,493,489
208,Round 2,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,SC,327,327
209,Round 2,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,ST,255,255
210,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,OBC-NCL,409,370
211,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,EWS,389,375
212,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,OPEN,456,416
213,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,SC,330,330
214,Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,ST,264,264
215,Round 2,National Institute of Technology Andhra Pradesh,Advanced Communication Systems and Signal Processing,Group 1,OBC-NCL,362,358
216,Round 2,National Institute of Technology Andhra Pradesh,Advanced Communication Systems and Signal Processing,Group 1,EWS,335,335
217,Round 2,National Institute of Technology Andhra Pradesh,Advanced Communication Systems and Signal Processing,Group 1,OPEN,405,390
218,Round 2,National Institute of Technology Andhra Pradesh,Advanced Communication Systems and Signal Processing,Group 1,SC,355,355
219,Round 2,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OBC-NCL,516,516
220,Round 2,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,EWS,536,532
221,Round 2,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OPEN,568,552
222,Round 2,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,SC,367,364
223,Round 2,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,OBC-NCL,411,387
224,Round 2,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,EWS,387,362
225,Round 2,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,OPEN,452,444
226,Round 2,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,SC,308,297
227,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,OBC-NCL,412,401
228,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,OPEN,429,425
229,Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,SC,294,294
230,Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,OBC-NCL,534,523
